NO_OF_FRAMES	1276
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:16:39	1348966.65231789
DATA_INCLUDED	3D
MARKER_NAMES	A3	A1	A2	B3	B1	B2	F2	F1	F3	G3	G1	G2	G4	H3	H2	H1	H4	J3	J2	J1	K4	K2	K1	K3	E1	E3	E2	C1	C3	C2	C4	L5	L3	L4	L2	L1	D3	D1	D4	D2
A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B3 X	B3 Y	B3 Z	B1 X	B1 Y	B1 Z	B2 X	B2 Y	B2 Z	F2 X	F2 Y	F2 Z	F1 X	F1 Y	F1 Z	F3 X	F3 Y	F3 Z	G3 X	G3 Y	G3 Z	G1 X	G1 Y	G1 Z	G2 X	G2 Y	G2 Z	G4 X	G4 Y	G4 Z	H3 X	H3 Y	H3 Z	H2 X	H2 Y	H2 Z	H1 X	H1 Y	H1 Z	H4 X	H4 Y	H4 Z	J3 X	J3 Y	J3 Z	J2 X	J2 Y	J2 Z	J1 X	J1 Y	J1 Z	K4 X	K4 Y	K4 Z	K2 X	K2 Y	K2 Z	K1 X	K1 Y	K1 Z	K3 X	K3 Y	K3 Z	E1 X	E1 Y	E1 Z	E3 X	E3 Y	E3 Z	E2 X	E2 Y	E2 Z	C1 X	C1 Y	C1 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	C4 X	C4 Y	C4 Z	L5 X	L5 Y	L5 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L2 X	L2 Y	L2 Z	L1 X	L1 Y	L1 Z	D3 X	D3 Y	D3 Z	D1 X	D1 Y	D1 Z	D4 X	D4 Y	D4 Z	D2 X	D2 Y	D2 Z	
430.116	1113.726	245.548	464.674	1309.695	271.042	504.378	1201.070	261.383	340.008	308.875	120.180	362.993	505.853	160.729	409.115	400.310	140.016	-911.044	341.965	144.580	-853.405	441.239	128.640	-853.635	240.905	154.986	487.189	709.376	413.541	346.603	966.556	431.240	503.054	835.582	427.770	303.107	621.459	393.896	-33.104	673.420	566.245	-57.575	903.645	592.504	157.590	906.671	606.697	176.790	711.933	585.023	-393.811	745.695	594.998	-258.862	895.306	620.887	-93.480	777.057	617.787	-434.869	631.830	533.740	-652.000	842.260	549.503	-438.065	862.048	563.519	-648.734	646.769	526.994	-852.546	1281.316	147.525	-841.910	1078.702	139.037	-904.677	1176.922	137.154	-180.242	1269.022	153.298	-287.751	1057.855	151.850	-302.578	1259.626	140.527	-166.000	1066.421	164.161	-887.761	523.402	321.598	-899.624	761.271	337.594	-981.068	621.688	323.861	-978.610	904.950	342.993	-881.032	999.680	354.858	-214.002	240.509	177.424	-109.564	455.284	184.935	-93.428	252.320	204.115	-230.908	441.850	157.463
417.126	1101.227	214.507	439.550	1301.292	223.847	485.006	1193.933	220.305	380.138	295.903	135.164	392.793	491.273	170.959	445.587	387.345	160.800	-905.519	338.043	141.453	-848.156	437.880	127.919	-847.487	237.487	152.732	495.513	714.549	410.858	341.078	964.766	409.553	504.630	842.054	416.171	316.781	616.738	395.797	-29.674	666.371	560.290	-52.108	897.109	584.410	163.562	899.031	596.755	180.818	703.801	576.502	-389.891	745.051	592.373	-251.896	892.700	615.790	-87.800	770.325	610.877	-433.986	631.438	530.390	-646.521	845.894	551.728	-432.123	861.406	562.736	-647.505	651.055	526.880	-853.945	1278.994	148.314	-842.388	1076.548	137.763	-905.406	1174.692	136.655	-170.714	1275.018	154.659	-283.538	1065.537	149.770	-292.919	1268.442	141.772	-160.821	1071.931	163.129	-884.549	520.777	326.808	-898.071	758.758	339.176	-978.589	618.333	327.421	-977.901	902.293	342.469	-881.033	997.501	352.923	-227.507	250.035	152.558	-116.585	463.132	166.125	-106.008	258.180	177.601	-239.220	451.774	142.246
404.558	1090.045	178.636	416.982	1290.070	174.574	468.143	1185.583	179.114	413.015	275.989	158.867	412.634	476.870	179.512	470.969	375.991	176.772	-900.749	332.357	139.807	-846.432	435.244	126.720	-841.113	232.742	150.308	504.028	719.986	399.590	337.142	960.834	386.548	506.387	847.821	398.259	330.779	612.136	390.729	-25.810	656.916	549.057	-44.674	887.670	574.047	170.862	886.152	582.702	185.474	691.553	562.198	-384.368	743.938	587.766	-242.160	887.738	609.370	-81.330	761.177	599.755	-432.871	631.620	526.736	-638.230	851.738	553.589	-423.778	861.250	561.222	-646.339	659.063	524.349	-860.108	1272.699	145.798	-846.058	1070.213	136.468	-909.978	1167.243	133.238	-157.910	1281.484	156.392	-278.038	1076.307	149.159	-280.990	1279.390	143.645	-155.128	1078.486	162.065	-880.872	517.447	339.954	-897.395	755.730	346.114	-976.089	613.443	339.694	-978.694	898.309	346.279	-882.960	994.857	351.923	-252.200	262.146	124.731	-136.054	470.984	144.136	-127.930	265.622	148.017	-258.238	464.118	121.916
392.004	1080.685	159.877	398.367	1280.696	154.862	453.030	1177.423	160.069	428.805	258.677	185.906	421.313	459.248	185.279	482.588	359.900	188.511	-893.163	328.468	139.562	-840.635	432.277	128.488	-831.603	229.663	148.750	510.252	721.988	381.333	334.798	955.645	357.240	507.810	849.468	373.348	342.659	609.478	380.269	-21.273	649.250	534.301	-37.629	879.979	559.041	178.245	876.220	562.904	190.364	681.516	542.371	-377.477	744.210	581.286	-231.735	884.078	600.282	-74.325	753.634	585.783	-429.755	632.062	521.317	-630.601	855.765	556.856	-415.689	861.832	557.568	-642.614	664.162	524.144	-869.472	1267.765	143.584	-852.988	1065.344	136.441	-917.823	1161.905	130.842	-144.554	1288.801	158.004	-271.771	1087.853	148.552	-267.875	1291.225	148.894	-148.494	1085.792	158.434	-874.763	513.554	348.513	-895.800	751.571	352.610	-971.798	607.844	349.149	-979.625	892.725	352.576	-886.070	990.975	356.380	-270.499	266.596	127.573	-146.137	470.417	143.170	0.000	0.000	0.000	-266.026	468.837	115.079
385.137	1074.164	152.303	0.000	0.000	0.000	0.000	0.000	0.000	435.637	240.917	216.099	426.064	440.991	191.773	488.609	344.193	206.280	-883.539	324.183	140.757	-833.264	429.019	130.622	-819.908	226.510	148.122	513.811	717.711	354.495	332.113	947.695	327.050	508.179	844.728	341.476	346.880	600.355	361.069	-20.960	644.071	519.087	-24.810	875.310	545.194	190.422	860.865	543.000	191.974	665.548	520.896	-370.777	750.644	575.157	-221.372	887.013	589.717	-67.943	753.358	574.800	-424.618	637.740	516.829	-624.476	862.103	557.925	-409.345	867.536	553.067	-637.610	668.978	525.397	-882.728	1261.008	143.259	-859.966	1059.542	136.832	-927.741	1154.422	131.157	-138.984	1294.820	161.010	-268.668	1095.902	147.195	-262.358	1299.007	153.352	-145.431	1091.992	155.546	-865.992	510.107	355.346	-892.557	747.662	356.148	-965.310	602.733	356.373	-980.066	886.484	356.251	-888.460	987.367	356.005	-275.402	267.325	131.628	-150.398	471.243	138.604	-168.521	275.705	160.028	-270.280	470.033	111.999
384.300	1068.135	139.387	381.738	1268.439	167.105	0.000	0.000	0.000	438.965	225.918	225.148	430.372	423.902	186.648	492.383	328.155	209.616	-871.373	317.000	141.668	-823.078	423.080	132.187	-805.316	220.742	147.730	515.819	708.298	333.647	332.903	934.686	301.115	509.388	834.707	316.395	349.431	589.467	348.594	-21.693	640.052	506.632	-12.885	870.976	533.140	201.110	845.556	523.699	192.696	651.322	500.492	-364.503	757.560	570.887	-211.480	890.144	581.350	-62.157	751.968	563.418	-422.656	645.598	514.805	-616.004	875.468	555.419	-401.031	875.308	547.228	-634.229	682.538	525.743	-891.005	1254.734	146.008	-862.927	1053.767	135.534	-932.840	1146.823	132.297	-133.713	1299.074	157.617	-267.959	1102.974	148.505	-257.180	1305.541	156.687	-144.268	1096.384	150.370	-855.502	508.804	367.067	-887.535	745.185	355.484	-956.975	598.972	363.735	-978.173	881.844	348.601	-888.894	984.590	343.272	-290.361	269.766	134.378	-162.495	471.725	132.325	-175.373	268.323	157.589	-283.038	469.810	108.905
382.120	1057.248	131.559	383.743	1253.714	169.944	442.888	1153.366	151.327	0.000	0.000	0.000	429.650	411.658	167.931	0.000	0.000	0.000	-852.113	312.113	133.338	-806.245	420.584	127.435	-785.434	217.503	144.243	518.695	696.668	319.619	333.688	922.670	283.521	512.360	822.792	299.764	352.852	578.282	338.003	-22.875	636.800	495.077	-2.627	867.097	523.083	210.210	831.118	510.842	191.342	637.080	486.698	-357.902	763.070	565.588	-202.253	891.922	573.671	-56.248	750.456	552.951	-416.601	650.506	510.389	-611.028	877.980	555.916	-396.112	879.785	543.927	-628.135	685.855	523.702	-890.544	1251.568	147.365	-862.517	1051.166	134.641	-933.187	1143.661	132.371	-120.157	1303.141	159.365	-259.943	1111.153	148.140	-243.382	1313.211	159.172	-136.848	1100.872	148.281	-847.124	506.875	369.052	-882.679	742.523	353.889	-950.015	595.476	363.778	-975.439	877.588	344.637	-887.741	981.695	338.958	-309.146	275.675	144.568	-175.989	472.026	123.797	-182.406	270.984	158.179	-296.982	474.736	112.029
385.703	1051.365	127.095	388.518	1247.899	170.660	445.507	1147.265	148.964	441.173	206.864	157.848	428.023	404.933	137.987	0.000	0.000	0.000	-833.681	310.396	128.847	-789.679	418.816	126.096	-765.352	218.247	143.255	521.791	685.505	309.927	340.293	913.422	279.055	516.154	811.901	292.536	355.164	568.030	326.876	-24.244	628.957	484.167	7.224	856.923	520.100	218.824	809.867	503.851	189.693	619.461	472.919	-352.700	764.583	563.068	-192.712	888.001	570.639	-51.531	742.866	546.870	-411.657	653.353	505.875	-605.812	880.024	556.243	-391.020	881.984	543.336	-623.047	688.318	520.816	-897.395	1249.680	144.368	-863.392	1050.638	133.435	-936.201	1141.291	129.235	-105.383	1307.616	158.609	-250.127	1119.174	147.140	-228.271	1320.702	161.420	-127.122	1105.902	146.249	-836.218	505.480	365.172	-877.282	740.436	353.235	-941.037	591.917	362.270	-973.125	873.717	346.829	-887.776	979.666	341.659	-320.146	282.203	149.268	-183.291	474.765	119.463	-195.804	274.350	160.611	-304.122	480.063	109.357
387.805	1049.023	125.564	388.907	1244.500	170.852	446.539	1145.620	147.749	438.331	203.017	148.723	427.440	401.725	131.390	490.065	304.674	138.481	-823.431	313.735	136.473	-780.068	422.071	129.035	-753.105	222.049	147.160	524.665	678.065	299.957	342.527	907.837	278.865	518.901	804.973	286.786	357.878	558.974	315.307	-24.663	620.492	476.274	16.307	845.768	519.836	225.660	791.084	499.747	188.279	602.772	462.440	-347.499	764.995	561.719	-183.420	882.383	572.609	-47.037	733.742	543.581	-405.399	656.057	501.647	-600.992	879.629	558.942	-386.286	882.994	546.057	-617.273	688.602	519.524	-899.100	1249.662	143.495	-859.406	1050.662	135.912	-935.444	1140.552	130.190	-85.627	1308.739	160.546	-235.872	1124.671	148.883	-208.022	1325.538	162.934	-112.960	1107.756	148.201	-825.554	504.768	354.896	-870.905	739.275	349.433	-931.969	589.490	352.738	-969.012	870.887	345.757	-885.484	978.488	345.276	-327.424	288.114	148.251	-185.424	477.085	120.430	-203.238	278.418	163.673	-307.969	485.529	105.439
386.905	1046.023	124.106	387.872	1240.365	172.983	445.815	1141.658	147.660	446.286	199.868	145.612	432.562	400.352	128.352	497.077	304.879	133.299	-818.048	316.362	138.233	-775.566	424.429	129.455	-747.020	224.759	148.834	528.666	676.241	295.310	343.700	904.431	274.792	521.274	803.001	282.359	363.397	556.208	313.232	-20.590	615.957	476.717	23.303	841.150	518.536	231.962	784.385	496.104	191.866	596.269	460.401	-341.705	765.940	563.393	-175.520	880.627	573.656	-41.846	729.512	544.437	-400.599	657.563	503.346	-594.892	882.896	559.456	-379.956	884.698	548.547	-612.181	691.089	521.257	-896.498	1251.897	144.403	-857.162	1052.075	138.534	-932.773	1142.208	132.903	-66.691	1305.273	171.884	-221.236	1125.218	154.550	-188.588	1325.113	172.628	-98.872	1105.104	155.412	-818.557	506.382	353.494	-864.401	740.554	350.945	-925.239	590.740	352.706	-963.268	872.015	349.178	-880.267	980.022	348.799	-335.298	292.856	147.545	-187.081	477.239	121.746	-211.142	278.308	161.637	-308.492	488.972	108.139
385.380	1043.550	125.262	382.234	1237.994	173.485	441.900	1140.418	150.264	459.421	197.035	144.652	445.700	398.382	126.182	510.310	303.291	128.963	-813.234	319.626	137.144	-772.451	429.832	128.742	-742.018	228.073	146.321	534.987	679.624	297.871	344.971	901.477	273.305	524.608	806.359	283.380	372.472	555.065	317.118	-16.959	614.456	480.501	30.856	839.381	518.277	238.084	780.274	496.743	195.576	590.753	463.649	-335.242	769.636	566.122	-167.712	882.502	573.265	-36.005	729.253	546.948	-395.491	658.742	508.525	-586.725	890.412	560.355	-372.031	889.150	547.211	-606.670	697.188	527.374	-893.432	1253.014	145.663	-853.883	1053.730	140.484	-929.700	1143.348	135.759	-54.122	1300.326	185.513	-210.871	1122.848	162.424	-175.861	1321.670	186.691	-88.782	1100.774	163.153	-812.832	509.311	360.483	-859.064	743.450	356.738	-919.608	593.552	359.850	-957.673	874.798	353.818	-874.780	982.843	352.419	-336.392	291.544	145.121	-185.183	473.806	123.705	-213.033	274.676	159.302	-307.313	488.603	110.514
387.721	1043.043	126.669	379.363	1237.817	171.957	441.701	1141.938	149.763	479.961	201.518	141.516	462.551	400.868	133.959	528.847	306.981	133.541	-807.629	324.625	136.295	-767.255	434.906	130.423	-736.160	233.107	144.512	542.488	683.235	308.112	348.616	900.908	278.923	529.851	809.569	291.739	381.657	555.619	325.019	-12.327	612.244	486.018	37.486	836.927	521.505	243.493	775.453	500.580	199.992	586.148	469.344	-336.122	772.449	576.624	-160.187	882.301	576.188	-29.895	727.732	551.082	-389.928	658.151	513.798	-578.766	894.899	565.038	-364.093	890.371	550.487	-601.106	700.585	534.435	-891.799	1254.678	145.171	-851.247	1055.987	142.699	-927.776	1144.951	137.521	-45.912	1295.651	186.014	-204.094	1119.370	164.934	-167.438	1318.067	187.960	-82.034	1096.395	165.149	-806.464	511.636	366.338	-853.271	745.848	365.736	-913.413	595.563	368.408	-952.291	876.713	366.072	-869.673	984.918	364.055	-335.703	289.749	145.448	-184.171	471.902	124.467	-212.638	272.277	157.819	-305.461	486.698	112.658
388.049	1042.849	131.142	373.956	1238.612	169.628	439.245	1143.697	151.548	508.998	208.995	146.189	483.989	407.938	139.921	553.479	316.595	143.906	-802.670	332.537	138.296	-761.637	442.390	133.216	-731.197	240.701	144.161	550.367	689.363	319.215	351.041	901.856	288.661	534.512	815.270	302.883	392.242	557.770	333.454	-7.576	608.447	492.529	43.877	832.788	528.490	250.672	770.524	508.171	204.479	580.606	476.607	-327.986	770.994	581.518	-153.370	879.578	582.896	-24.126	724.123	557.047	-386.064	660.228	522.116	-571.073	896.564	571.663	-356.568	889.505	556.727	-595.856	701.763	540.517	-890.417	1256.708	144.444	-848.623	1058.213	148.035	-925.919	1145.942	141.833	-38.774	1291.835	172.684	-197.537	1115.124	161.921	-160.270	1314.435	175.769	-75.395	1092.239	160.625	-799.847	514.322	365.928	-847.253	748.197	372.083	-906.987	597.657	370.345	-946.758	878.928	376.302	-864.417	987.467	377.319	-333.440	289.172	146.255	-181.356	470.683	123.573	-210.411	270.909	156.417	-302.711	486.260	114.124
387.330	1044.491	136.280	366.427	1240.518	168.329	434.693	1147.781	154.492	536.650	219.315	148.284	505.983	418.259	146.284	577.875	328.474	149.936	-798.406	338.368	139.309	-757.054	448.160	135.247	-727.195	246.752	143.624	558.404	699.980	333.704	351.958	904.848	298.815	538.362	824.703	316.595	406.119	563.665	344.512	-2.467	605.372	500.871	50.131	829.655	535.623	254.994	764.880	516.489	209.269	576.166	485.489	-322.861	771.174	588.568	-146.552	878.347	588.643	-18.723	721.355	562.518	-382.048	660.940	529.285	-563.196	900.785	575.528	-348.808	890.002	561.797	-591.258	706.140	546.585	-886.399	1259.254	145.466	-844.501	1061.440	152.305	-922.290	1149.032	148.204	-29.351	1283.886	161.721	-189.273	1107.941	158.876	-150.723	1307.524	164.872	-67.359	1084.353	157.479	-794.399	518.214	369.083	-841.039	752.261	377.682	-901.164	601.882	374.771	-940.253	883.106	383.579	-857.592	991.414	385.645	-334.051	291.051	145.137	-178.619	470.013	126.083	-210.876	269.164	152.227	-299.776	488.422	119.850
383.855	1045.523	142.707	353.656	1242.069	166.462	426.520	1151.211	157.591	562.360	231.185	154.347	524.546	429.303	156.645	599.763	341.883	156.422	-795.607	343.955	139.247	-753.010	453.276	137.042	-725.136	251.977	141.980	565.713	713.128	347.008	350.208	907.193	305.881	541.341	836.547	327.756	422.535	571.480	361.405	3.290	603.810	510.538	55.458	828.523	541.080	259.963	763.720	525.223	215.209	574.487	497.240	-317.277	773.394	593.164	-140.017	879.509	591.539	-13.351	720.914	569.468	-378.919	662.845	537.937	-554.707	907.585	576.441	-340.600	892.361	563.176	-586.610	713.415	553.104	-879.636	1261.587	145.612	-837.883	1063.745	155.503	-915.717	1151.053	151.293	-16.387	1275.861	162.516	-178.099	1101.566	159.672	-137.431	1300.754	164.606	-56.450	1076.712	159.355	-789.653	522.483	374.284	-834.956	756.744	382.176	-896.193	605.986	379.631	-933.329	888.286	387.991	-850.169	996.124	389.265	-332.399	288.614	145.435	-175.633	466.505	127.039	-208.828	264.915	150.204	-296.496	486.291	123.440
383.061	1046.730	146.279	341.933	1242.786	164.994	418.428	1154.719	159.351	593.520	243.939	177.202	543.092	438.217	176.374	622.997	354.820	178.012	-792.986	348.320	139.603	-749.517	457.078	138.432	-723.044	256.071	141.123	572.152	725.848	359.050	349.182	911.123	312.241	542.304	848.617	337.520	433.107	578.521	374.101	9.172	602.359	518.867	60.263	827.763	545.494	266.179	763.608	530.533	221.368	573.605	507.431	-311.521	774.416	595.999	-134.376	879.711	594.584	-8.424	720.136	575.819	-376.292	668.708	547.247	-546.564	914.046	574.777	-332.745	893.968	562.296	-582.360	720.622	557.945	-871.189	1264.874	144.825	-830.672	1067.063	155.537	-907.948	1154.819	150.414	-2.178	1270.609	170.692	-165.725	1098.063	163.395	-123.376	1297.096	169.722	-44.317	1071.925	165.875	-784.976	526.174	377.644	-828.954	760.617	384.471	-891.083	611.217	383.657	-926.691	892.694	390.084	-842.908	1000.054	390.432	-329.936	287.535	146.040	-171.361	463.822	126.935	-206.530	262.646	146.208	-292.109	485.152	126.238
379.896	1048.509	148.767	331.464	1242.902	164.418	411.545	1158.411	162.126	621.927	251.058	216.599	564.592	443.333	201.616	647.744	363.148	213.356	-789.475	351.425	141.101	-745.422	459.952	138.616	-719.553	258.796	142.519	577.418	737.569	370.045	348.189	914.164	317.778	543.430	858.709	346.294	442.546	584.970	384.269	14.380	600.043	524.654	64.679	825.817	549.002	271.272	761.625	536.673	226.719	571.781	515.072	-306.481	774.415	598.031	-129.008	878.496	597.009	-3.864	718.089	579.915	-371.122	664.570	547.398	-541.104	914.315	574.715	-327.317	894.056	563.627	-577.497	721.489	558.888	-861.284	1268.730	144.285	-821.539	1070.779	155.561	-898.367	1158.810	150.014	9.086	1269.048	179.169	-155.730	1097.907	169.808	-111.919	1296.515	178.619	-34.533	1070.669	172.226	-780.577	528.742	373.524	-823.149	763.343	383.051	-886.051	614.344	379.995	-920.069	896.110	390.373	-835.655	1002.801	392.176	-328.038	288.246	145.970	-167.700	462.980	126.302	-205.940	262.811	143.791	-288.177	485.553	127.524
378.500	1048.857	150.534	325.026	1241.898	163.571	407.443	1159.553	163.612	643.985	259.271	256.494	582.469	449.638	228.804	667.751	373.170	248.956	-785.080	354.170	141.394	-740.346	462.545	137.665	-715.966	261.011	143.347	582.909	747.050	380.195	349.179	916.765	321.496	545.763	866.862	353.854	452.162	590.909	394.343	20.815	598.089	528.382	66.718	824.945	551.790	274.154	764.953	541.529	233.718	573.556	521.700	-302.798	771.953	599.133	-125.117	876.067	598.452	0.169	715.715	582.124	-367.830	662.469	546.947	-536.386	913.166	573.804	-322.557	891.561	564.658	-573.714	721.060	557.511	-848.999	1274.252	143.189	-811.477	1075.438	153.035	-886.720	1164.468	145.259	17.403	1269.165	188.932	-148.094	1098.775	176.097	-103.517	1297.015	187.724	-26.868	1071.096	178.698	-777.003	530.971	367.801	-818.039	765.861	379.500	-881.586	618.950	374.747	-913.863	900.336	388.215	-828.916	1005.230	390.772	-324.120	289.533	145.624	-162.956	463.136	125.844	-201.867	262.804	143.942	-283.327	486.593	128.811
382.356	1050.255	151.106	327.808	1243.134	160.591	410.817	1161.396	160.689	654.582	265.591	289.290	592.022	453.406	250.234	677.251	378.956	277.288	-783.717	356.814	138.499	-737.516	463.630	135.332	-715.847	261.519	142.903	588.537	753.152	389.302	353.734	920.662	327.025	550.682	872.410	361.713	459.068	595.905	402.959	27.250	598.492	531.485	68.089	826.358	554.871	276.820	770.832	547.470	240.835	578.547	528.076	-300.706	769.829	598.935	-122.901	874.985	599.619	3.625	715.619	585.832	-365.820	660.710	544.647	-531.594	913.305	572.188	-317.976	889.297	564.290	-571.050	721.901	554.159	-834.579	1278.815	144.088	-800.131	1079.481	151.418	-874.028	1169.854	144.806	22.594	1269.111	198.910	-142.402	1098.583	180.748	-98.393	1296.766	196.517	-21.194	1071.246	184.729	-775.908	533.988	365.489	-813.498	769.477	375.115	-879.331	622.476	370.542	-907.334	906.481	383.069	-820.795	1009.073	384.736	-317.805	288.032	146.668	-157.857	462.682	124.091	-195.693	261.924	141.250	-278.119	485.633	131.122
389.406	1052.382	150.924	335.632	1245.833	155.613	418.291	1163.856	154.938	653.965	266.407	303.775	594.633	454.328	260.225	678.844	378.898	287.469	-784.827	358.270	137.068	-737.172	464.810	133.290	-718.260	262.247	143.216	594.416	756.565	396.874	360.732	925.640	333.706	557.344	876.003	368.716	463.829	600.180	410.344	33.571	602.494	535.821	69.375	831.359	557.176	279.071	780.129	554.309	247.496	587.142	536.123	-293.135	767.170	596.533	-122.061	876.729	600.381	6.923	719.251	588.386	-361.894	659.456	544.591	-529.920	910.934	567.203	-316.139	888.387	561.823	-567.736	719.093	551.130	-822.303	1283.616	146.699	-791.536	1083.559	151.119	-864.630	1175.351	148.044	24.636	1267.765	201.647	-138.678	1096.875	182.237	-96.479	1294.612	199.537	-17.923	1069.644	185.802	-776.245	536.893	360.566	-810.196	773.345	369.270	-878.462	626.813	364.678	-902.274	911.957	376.208	-813.391	1012.741	378.582	-311.070	285.646	145.811	-151.996	460.918	124.198	-189.161	260.221	138.407	-272.211	483.554	133.674
396.450	1054.655	150.964	346.298	1249.392	149.785	427.170	1165.375	149.052	647.849	264.402	302.348	593.027	453.498	257.665	675.523	375.959	284.451	-785.523	360.706	136.070	-736.908	466.890	130.598	-720.023	264.172	144.305	599.008	757.664	401.052	368.114	931.304	341.086	564.022	877.914	373.967	465.689	603.766	415.223	39.190	609.512	542.795	69.644	839.574	559.649	279.967	793.659	559.869	253.366	598.986	546.762	-298.746	770.479	599.077	-122.457	881.151	601.680	9.492	726.023	591.859	-357.128	659.365	542.677	-531.315	905.915	564.375	-317.049	888.488	561.949	-564.314	713.331	546.448	-812.640	1289.236	147.513	-784.772	1089.064	149.748	-855.956	1181.797	146.191	26.292	1263.710	191.863	-136.472	1090.987	174.942	-94.583	1289.433	188.132	-15.217	1065.165	179.751	-776.115	539.287	351.879	-807.163	775.616	363.996	-877.213	630.165	357.202	-898.129	915.356	373.377	-807.910	1015.143	377.434	-303.391	282.298	145.064	-144.363	458.257	127.119	-181.357	257.426	137.628	-264.831	480.375	134.695
402.515	1058.955	150.983	357.460	1254.633	143.688	435.906	1168.441	144.566	0.000	0.000	0.000	585.278	458.327	248.846	667.215	378.773	270.718	-784.289	363.439	137.090	-735.538	469.814	128.858	-719.166	266.976	146.216	601.410	756.642	402.441	374.479	936.136	349.706	569.030	878.339	379.203	464.703	605.447	414.439	41.997	616.675	549.071	70.365	846.990	562.071	280.720	802.620	566.884	256.249	608.164	555.073	-298.644	774.848	599.755	-122.674	888.000	602.270	10.563	733.669	596.219	-353.016	662.564	544.927	-533.605	904.890	558.687	-318.515	893.496	558.111	-561.284	711.168	545.969	-804.481	1295.023	146.479	-778.036	1094.461	147.250	-848.773	1187.477	142.783	26.961	1253.998	166.561	-134.390	1080.056	160.184	-93.987	1278.776	161.484	-13.414	1055.004	165.626	-775.476	542.668	344.046	-805.261	779.148	358.469	-876.037	634.376	348.654	-895.521	919.373	368.173	-804.764	1018.496	374.598	-291.328	275.977	138.129	-132.889	453.138	134.807	-168.858	252.100	140.686	-254.879	475.138	130.540
410.337	1065.758	152.684	370.403	1262.319	143.358	446.520	1174.285	145.767	630.164	272.415	251.691	577.643	462.273	231.692	656.654	378.880	246.249	-789.461	368.233	131.752	-738.771	473.391	124.095	-727.088	270.526	145.600	602.718	755.410	401.113	380.887	941.232	355.634	573.325	878.425	381.178	463.033	607.799	412.546	44.304	626.082	555.848	70.503	856.977	561.225	281.221	815.079	568.983	258.439	619.596	562.643	-294.039	781.256	594.939	-124.807	896.807	599.429	11.063	744.228	599.917	-347.884	666.786	546.995	-536.878	902.300	551.066	-321.438	897.591	552.809	-558.475	707.703	545.703	-794.300	1302.309	148.466	-771.292	1101.415	147.866	-840.120	1195.811	145.539	26.419	1246.533	155.621	-132.889	1070.655	153.388	-94.656	1269.775	147.359	-11.759	1046.349	158.703	-780.039	548.490	339.181	-804.596	785.485	355.263	-878.577	642.028	344.240	-891.580	925.357	363.856	-798.853	1024.697	372.813	-273.123	266.905	131.223	-117.944	446.770	143.016	-151.613	245.001	143.786	-238.183	465.995	130.121
420.843	1074.323	154.356	389.193	1271.945	144.470	461.932	1181.047	148.519	607.516	273.255	217.672	565.247	468.689	210.394	641.270	382.411	217.598	-798.943	374.507	123.100	-745.003	477.929	116.980	-740.594	275.355	143.083	603.157	753.262	397.201	388.777	949.625	360.397	578.668	877.169	380.791	461.019	611.272	405.982	47.621	635.935	560.616	68.933	867.342	558.808	280.930	829.552	567.577	261.868	634.176	567.530	-290.472	780.719	588.170	-129.435	902.511	595.375	10.888	753.788	602.927	-345.072	663.851	546.542	-540.117	896.095	545.722	-324.805	896.271	548.951	-557.061	700.687	543.775	-778.374	1312.308	150.040	-761.914	1110.548	147.227	-827.620	1207.265	146.500	20.515	1240.603	160.930	-133.094	1060.580	146.687	-100.631	1260.437	145.633	-11.893	1040.152	159.957	-788.119	555.600	332.647	-804.768	793.082	352.040	-883.468	652.133	339.415	-886.029	935.512	362.427	-790.919	1031.507	372.926	-251.592	254.656	129.186	-101.804	438.722	146.555	-129.909	236.076	145.598	-222.756	455.244	130.073
432.387	1086.206	155.472	409.698	1284.986	146.142	478.358	1190.945	150.932	583.951	280.861	186.814	547.378	477.458	189.510	621.740	387.683	191.468	-803.977	381.582	119.143	-745.859	481.521	114.948	-749.026	281.290	142.946	602.742	750.684	388.839	395.684	957.263	366.271	582.585	876.230	378.624	452.682	615.190	389.882	51.575	641.345	558.097	66.384	873.129	556.596	280.971	840.396	562.221	266.245	645.935	564.904	-291.168	775.316	588.161	-133.071	902.743	593.469	11.397	758.330	600.122	-342.810	659.411	545.732	-542.708	886.123	541.768	-327.590	891.290	545.864	-555.200	691.336	539.955	-756.969	1321.309	148.211	-745.825	1118.915	144.335	-808.916	1216.908	141.868	9.477	1238.479	162.919	-138.135	1054.047	141.782	-111.678	1255.062	144.147	-17.195	1037.376	159.810	-792.772	561.844	319.137	-803.295	798.767	345.971	-885.528	660.630	327.576	-881.218	942.986	358.866	-783.199	1036.188	373.552	-235.039	241.328	142.532	-91.499	430.786	156.619	-112.633	226.564	163.138	-210.265	442.073	138.403
