NO_OF_FRAMES	1276
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:16:39	1348966.65231789
DATA_INCLUDED	3D
MARKER_NAMES	A3	A1	A2	B3	B1	B2	F2	F1	F3	G3	G1	G2	G4	H3	H2	H1	H4	J3	J2	J1	K4	K2	K1	K3	E1	E3	E2	C1	C3	C2	C4	L5	L3	L4	L2	L1	D3	D1	D4	D2
A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B3 X	B3 Y	B3 Z	B1 X	B1 Y	B1 Z	B2 X	B2 Y	B2 Z	F2 X	F2 Y	F2 Z	F1 X	F1 Y	F1 Z	F3 X	F3 Y	F3 Z	G3 X	G3 Y	G3 Z	G1 X	G1 Y	G1 Z	G2 X	G2 Y	G2 Z	G4 X	G4 Y	G4 Z	H3 X	H3 Y	H3 Z	H2 X	H2 Y	H2 Z	H1 X	H1 Y	H1 Z	H4 X	H4 Y	H4 Z	J3 X	J3 Y	J3 Z	J2 X	J2 Y	J2 Z	J1 X	J1 Y	J1 Z	K4 X	K4 Y	K4 Z	K2 X	K2 Y	K2 Z	K1 X	K1 Y	K1 Z	K3 X	K3 Y	K3 Z	E1 X	E1 Y	E1 Z	E3 X	E3 Y	E3 Z	E2 X	E2 Y	E2 Z	C1 X	C1 Y	C1 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	C4 X	C4 Y	C4 Z	L5 X	L5 Y	L5 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L2 X	L2 Y	L2 Z	L1 X	L1 Y	L1 Z	D3 X	D3 Y	D3 Z	D1 X	D1 Y	D1 Z	D4 X	D4 Y	D4 Z	D2 X	D2 Y	D2 Z	
-2038.407	1094.220	234.016	-1964.701	1278.030	270.396	-1949.146	1163.180	255.294	-2303.348	310.999	135.902	-2236.195	500.132	154.465	-2214.676	386.648	154.892	0.000	0.000	0.000	-3385.872	499.188	143.017	-3368.587	297.845	139.434	-2076.146	679.404	376.254	-2158.479	959.079	412.869	-2033.767	797.228	400.299	-2273.875	636.130	348.891	-2561.745	734.839	570.606	-2587.267	967.021	559.019	-2371.120	971.043	555.951	-2352.208	778.399	565.135	-2923.205	824.165	614.418	-2781.436	968.953	612.810	-2619.465	844.359	605.926	-2963.372	702.146	563.205	-3187.426	902.307	586.843	-2975.323	934.217	578.835	-3173.633	709.125	575.235	-3463.976	1313.140	182.745	-3433.996	1113.452	184.644	-3506.649	1205.101	183.866	-2708.368	1291.366	152.625	-2837.403	1090.576	154.814	-2833.447	1292.513	152.845	-2711.949	1086.849	150.207	-3411.794	558.164	370.608	0.000	0.000	0.000	-3513.356	647.703	381.032	0.000	0.000	0.000	-3448.129	1032.218	422.392	-2821.350	263.147	251.391	-2704.835	463.013	219.910	-2702.829	262.718	261.271	-2823.290	461.153	211.753
-2018.479	1087.936	244.405	-1939.925	1267.170	282.591	-1928.811	1152.039	266.451	-2313.062	316.463	135.748	-2239.650	502.505	156.959	-2222.574	388.061	155.040	0.000	0.000	0.000	-3372.732	498.069	143.452	-3353.282	297.053	138.169	-2073.861	672.169	380.328	-2146.798	953.465	421.934	-2027.602	787.918	406.980	-2271.605	635.966	350.856	-2556.705	735.250	566.710	-2579.792	966.643	568.292	-2363.689	971.447	566.278	-2344.243	777.823	569.886	-2915.010	819.758	619.313	-2774.511	965.618	621.470	-2611.592	842.411	610.977	-2953.590	698.620	565.001	-3180.230	894.523	594.685	-2968.253	929.983	586.663	-3163.799	702.561	577.187	-3462.291	1311.250	196.933	-3429.844	1111.714	195.030	-3503.410	1202.896	196.296	-2705.827	1292.639	149.849	-2832.763	1090.898	157.968	-2831.029	1292.693	151.358	-2707.629	1088.074	151.465	-3402.106	552.754	372.336	0.000	0.000	0.000	-3504.050	641.649	384.494	0.000	0.000	0.000	-3442.915	1026.013	431.603	-2811.266	264.930	251.192	-2694.304	467.554	219.705	-2690.671	266.845	258.900	-2813.786	464.543	210.229
-2008.743	1084.836	253.269	-1929.672	1263.054	294.375	-1919.187	1147.228	277.392	-2313.204	317.587	133.636	-2238.771	502.904	155.979	-2222.783	388.261	151.086	0.000	0.000	0.000	-3358.885	496.921	143.189	-3337.319	296.135	137.549	-2069.038	668.994	381.269	-2139.140	950.688	425.519	-2021.553	783.945	408.247	-2266.071	634.592	352.522	-2553.743	748.376	569.340	-2571.405	964.737	576.980	-2355.291	967.699	575.409	-2337.464	773.656	572.931	-2907.526	815.903	623.299	-2767.653	962.195	629.285	-2604.291	839.712	615.266	-2944.719	695.753	566.652	-3172.830	888.804	599.554	-2961.090	925.963	592.505	-3155.210	697.260	577.944	-3455.816	1310.251	212.727	-3421.573	1111.833	202.685	-3496.376	1201.886	203.829	-2702.617	1293.340	147.128	-2827.520	1090.501	160.147	-2827.766	1292.297	149.663	-2702.765	1088.864	152.203	-3391.120	549.325	369.205	0.000	0.000	0.000	-3494.757	636.319	382.971	0.000	0.000	0.000	-3436.563	1019.745	437.668	-2799.259	266.597	246.930	-2682.530	469.560	219.536	-2678.797	269.794	253.770	-2805.862	467.862	206.781
-2009.417	1087.532	254.241	-1933.413	1265.415	300.220	-1920.926	1151.154	280.017	-2307.135	315.792	130.092	-2234.214	500.830	154.284	-2217.696	386.480	145.962	0.000	0.000	0.000	-3347.995	497.385	141.802	-3325.431	296.717	136.738	-2061.822	669.692	380.627	-2134.286	951.211	422.257	-2015.069	785.473	404.754	-2257.775	632.181	356.995	-2547.854	745.597	571.919	-2563.086	962.649	582.828	-2346.917	963.221	581.149	-2331.352	770.555	574.769	-2900.473	812.871	626.065	-2760.996	959.363	633.960	-2597.556	837.368	619.460	-2937.561	693.206	570.077	-3165.860	885.709	601.262	-2954.477	923.497	595.636	-3147.732	693.663	579.099	-3447.962	1312.828	226.487	-3414.180	1114.766	210.963	-3489.108	1204.646	215.158	-2696.829	1292.836	145.274	-2820.794	1089.549	161.593	-2822.211	1291.503	147.568	-2696.387	1088.085	153.049	-3383.013	548.668	365.053	0.000	0.000	0.000	-3486.880	634.530	381.200	0.000	0.000	0.000	-3429.543	1017.408	441.724	-2788.152	267.051	241.823	-2670.607	470.291	218.507	-2667.888	271.683	249.388	-2797.577	469.856	203.753
-2019.219	1093.711	246.887	-1947.908	1272.154	293.271	-1932.824	1159.415	269.320	-2293.889	312.853	124.415	-2226.888	499.287	150.640	-2207.226	386.835	136.164	0.000	0.000	0.000	-3341.403	499.841	141.558	-3319.492	298.933	137.303	-2051.996	674.373	378.461	-2132.265	953.518	415.711	-2009.178	792.181	397.273	-2247.377	629.732	362.769	-2534.840	730.164	570.230	-2554.775	959.258	586.981	-2339.022	955.831	584.327	-2324.129	761.209	577.144	-2893.759	809.968	627.391	-2754.620	956.591	635.563	-2590.952	834.732	622.046	-2930.158	689.919	572.308	-3161.045	884.270	602.423	-2948.231	920.542	596.668	-3139.964	687.832	579.121	-3440.167	1316.333	239.112	-3406.878	1118.385	219.825	-3481.679	1208.082	226.549	-2691.357	1292.603	144.942	-2814.262	1088.477	162.294	-2816.692	1290.108	145.998	-2688.441	1088.962	156.903	-3376.125	549.312	360.534	0.000	0.000	0.000	-3480.475	635.665	378.030	0.000	0.000	0.000	-3421.427	1016.854	447.728	-2778.222	264.973	240.015	-2659.629	471.012	215.721	-2657.614	272.032	244.994	-2786.987	469.273	203.491
-2029.264	1097.391	231.198	-1965.798	1281.957	269.226	-1946.349	1169.028	248.240	-2275.672	311.361	117.467	-2216.243	499.210	145.554	-2192.732	388.091	127.205	0.000	0.000	0.000	-3339.827	501.130	141.501	-3320.015	299.815	137.032	-2041.064	681.264	374.504	-2132.467	957.791	408.571	-2002.263	801.342	390.743	-2235.601	628.407	364.638	-2531.586	724.241	569.785	-2546.592	953.586	588.022	-2330.748	947.044	585.338	-2319.919	752.779	576.511	-2887.352	804.873	629.021	-2747.925	951.682	636.136	-2584.494	829.470	622.579	-2926.234	685.565	573.577	-3154.924	886.173	602.607	-2940.236	916.800	595.933	0.000	0.000	0.000	-3428.682	1321.164	249.493	-3397.843	1122.452	225.814	-3471.578	1212.902	235.527	-2687.320	1293.580	144.462	-2809.419	1089.365	163.221	-2812.512	1290.493	144.353	-2683.268	1090.358	159.298	-3373.158	550.713	361.538	0.000	0.000	0.000	-3476.670	638.762	379.816	0.000	0.000	0.000	-3412.398	1018.813	449.217	-2769.155	265.534	236.560	-2650.688	472.985	210.283	-2648.489	274.013	242.468	-2776.925	469.402	200.917
-2045.958	1099.377	206.847	-1985.394	1289.785	230.738	-1960.604	1176.114	217.236	-2254.933	306.528	113.721	-2202.810	497.838	141.856	-2174.264	388.478	121.730	0.000	0.000	0.000	-3339.293	501.374	141.418	-3323.402	299.743	135.635	-2030.786	688.908	367.765	-2134.193	962.122	398.621	-1997.120	811.960	381.732	-2224.076	627.800	363.666	-2525.584	717.136	567.706	-2539.480	945.952	587.506	-2323.519	936.899	583.745	-2315.385	742.836	571.391	-2881.750	799.548	628.445	-2741.821	945.834	635.101	-2578.627	823.167	621.628	-2924.503	680.915	572.781	-3146.123	889.221	603.332	-2930.856	912.774	595.464	0.000	0.000	0.000	-3412.141	1323.767	253.584	-3386.780	1124.238	226.885	0.000	0.000	0.000	-2686.301	1295.809	144.766	-2806.641	1090.302	162.318	-2811.546	1291.717	142.686	-2680.877	1092.621	160.556	-3372.699	552.096	365.788	0.000	0.000	0.000	-3474.348	641.556	381.392	0.000	0.000	0.000	-3405.764	1022.519	446.146	0.000	0.000	0.000	-2644.879	477.472	201.296	-2640.113	276.960	229.331	-2769.048	471.182	194.572
-2064.059	1098.540	177.265	-2011.969	1292.071	187.250	-1981.499	1178.993	180.481	-2223.508	296.672	120.720	-2184.518	491.367	140.859	-2149.565	381.901	123.042	0.000	0.000	0.000	-3336.901	499.984	143.062	-3321.427	298.727	136.088	-2020.371	698.906	360.710	-2138.896	967.832	380.261	-1993.445	824.189	367.742	-2211.219	627.139	364.555	-2515.157	710.886	563.679	-2535.212	938.751	582.826	-2318.448	934.883	577.987	-2308.026	739.402	563.823	-2875.625	794.568	626.925	-2734.183	939.349	632.904	-2572.061	815.357	617.539	-2923.646	678.109	571.223	-3136.281	892.238	604.487	-2920.104	909.120	594.090	0.000	0.000	0.000	-3403.853	1322.334	245.667	-3379.370	1122.797	220.358	0.000	0.000	0.000	-2687.833	1298.697	144.774	-2802.788	1089.694	160.773	-2812.920	1293.016	141.852	-2680.406	1095.430	161.112	-3368.272	551.489	371.791	0.000	0.000	0.000	-3469.093	641.350	386.189	0.000	0.000	0.000	-3400.120	1023.466	442.902	0.000	0.000	0.000	-2643.295	485.737	187.864	-2632.396	283.500	203.677	-2763.807	476.843	178.290
-2083.861	1094.771	145.654	-2042.646	1291.495	144.995	-2006.537	1179.716	139.721	-2186.565	282.945	127.896	-2157.459	480.814	142.627	-2114.516	373.658	132.550	0.000	0.000	0.000	-3332.533	498.812	145.004	-3317.015	297.526	135.429	-2008.285	710.884	351.827	-2145.416	970.710	356.493	-1990.915	836.397	349.254	-2195.104	625.503	361.775	-2512.042	703.062	559.151	-2528.498	932.856	573.568	-2312.235	928.342	564.624	-2301.644	732.587	551.499	-2869.007	792.765	623.677	-2725.405	935.665	626.738	-2565.090	809.709	610.359	-2919.167	677.202	567.960	-3128.336	891.234	605.024	-2912.519	906.910	592.701	0.000	0.000	0.000	-3404.945	1316.444	230.466	-3378.864	1115.720	213.802	0.000	0.000	0.000	-2678.901	1304.521	144.703	-2801.454	1099.351	162.101	-2804.076	1301.701	144.820	-2675.290	1100.691	158.266	-3363.034	549.738	373.297	0.000	0.000	0.000	-3463.321	639.740	385.228	0.000	0.000	0.000	-3395.602	1021.556	441.694	-2758.255	291.089	160.353	-2647.030	499.042	169.092	-2639.567	292.297	174.006	-2765.787	490.634	155.060
-2095.054	1098.339	142.560	0.000	0.000	0.000	0.000	0.000	0.000	-2145.042	271.587	139.577	-2129.448	472.106	144.270	-2078.806	367.021	142.260	0.000	0.000	0.000	-3329.264	493.136	147.840	-3310.426	292.294	135.277	-1998.516	717.672	334.280	-2150.945	969.588	332.840	-1988.826	845.239	328.224	-2178.564	622.297	350.585	-2507.386	693.044	545.173	-2519.631	922.865	562.878	-2303.637	914.406	550.456	-2296.878	718.918	533.594	-2861.604	790.770	615.948	-2714.557	930.007	618.457	-2554.501	800.808	595.559	-2917.890	678.071	561.262	0.000	0.000	0.000	-2900.681	906.924	587.965	0.000	0.000	0.000	-3415.952	1306.744	212.701	-3384.760	1104.237	201.270	0.000	0.000	0.000	-2664.750	1315.394	148.110	-2792.386	1113.249	158.966	-2789.676	1315.862	147.051	-2667.409	1110.355	155.451	-3354.892	545.984	385.584	0.000	0.000	0.000	-3453.711	637.934	398.639	0.000	0.000	0.000	-3394.430	1019.299	435.589	-2779.135	306.079	132.212	-2659.008	508.271	142.116	-2657.133	304.954	136.929	-2781.586	507.865	136.790
-2095.964	1099.650	140.185	-2079.639	1298.757	161.435	-2023.654	1191.327	147.143	-2116.710	263.641	150.720	-2109.931	464.794	139.124	-2054.645	361.918	147.362	0.000	0.000	0.000	-3322.687	483.523	147.367	-3299.229	283.181	135.325	-1989.385	719.062	319.680	-2150.346	965.215	317.151	-1983.718	846.610	313.946	-2165.992	617.071	333.333	-2510.182	678.317	519.928	-2508.891	910.666	548.549	-2293.614	893.129	534.773	-2295.456	698.282	510.811	-2854.626	791.010	603.965	-2702.427	924.282	605.032	-2542.278	791.169	573.613	-2915.759	681.420	550.752	0.000	0.000	0.000	-2889.769	909.500	578.203	0.000	0.000	0.000	-3428.325	1289.801	187.394	-3390.812	1088.223	187.042	-3380.568	1162.973	231.217	-2644.337	1327.260	153.368	-2780.278	1130.931	159.192	-2768.703	1334.305	157.824	-2655.547	1123.527	155.418	-3345.403	541.102	395.741	0.000	0.000	0.000	-3445.817	631.285	406.004	0.000	0.000	0.000	-3396.282	1015.629	426.819	-2803.884	313.796	129.910	-2670.959	510.519	137.763	0.000	0.000	0.000	-2794.033	515.702	123.873
-2095.706	1094.603	132.854	-2079.299	1292.497	165.380	-2028.594	1186.281	147.371	-2102.884	253.613	145.698	-2098.170	454.483	131.932	-2041.907	352.661	139.468	0.000	0.000	0.000	-3307.713	473.741	146.314	-3278.022	274.031	136.569	-1982.608	715.226	306.893	-2148.090	958.103	298.357	-1979.229	842.556	298.770	-2157.463	610.020	319.796	-2509.688	672.120	503.549	-2499.590	903.086	533.355	-2285.306	876.577	518.538	-2295.913	681.721	491.094	-2849.080	794.262	590.091	-2693.062	922.901	589.993	-2536.978	787.935	557.205	-2914.040	686.253	537.957	0.000	0.000	0.000	-2881.916	913.826	567.173	0.000	0.000	0.000	-3442.850	1269.503	153.987	-3399.077	1072.051	168.831	-3394.892	1150.350	212.617	-2626.910	1337.792	168.109	-2768.057	1144.509	161.095	-2751.013	1348.076	171.351	-2643.335	1134.996	158.537	-3330.431	534.873	397.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3397.396	1007.890	413.635	-2808.206	318.263	134.018	-2673.402	513.671	133.713	0.000	0.000	0.000	-2796.120	520.147	118.568
-2097.639	1087.793	126.917	-2079.139	1286.127	167.518	-2032.512	1179.906	148.578	-2093.834	245.979	138.497	-2094.448	447.374	130.096	-2035.606	346.839	133.179	-3324.180	347.245	146.189	-3286.758	457.915	143.093	-3248.235	259.722	142.302	-1978.939	709.855	291.868	-2149.179	949.049	278.251	-1978.023	837.017	280.212	-2151.454	601.606	310.249	-2499.183	671.298	493.576	-2489.592	899.314	520.487	-2276.853	861.934	503.041	-2297.536	668.659	477.339	-2845.000	802.656	579.609	-2685.794	927.133	577.701	-2542.040	782.920	552.038	-2911.980	693.548	524.526	-3086.378	930.329	574.033	-2876.969	922.001	555.405	0.000	0.000	0.000	-3453.888	1255.876	148.202	-3400.549	1061.480	156.108	-3420.995	1138.669	192.341	-2610.834	1345.291	177.350	-2755.010	1154.652	165.365	-2734.743	1357.650	183.921	-2631.240	1143.669	159.553	-3312.275	529.084	388.630	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3399.389	999.142	386.332	-2812.692	320.657	142.128	-2674.873	513.948	124.701	-2690.255	312.680	152.638	-2797.345	521.636	113.810
-2095.803	1083.189	121.500	-2082.881	1276.450	174.172	-2031.099	1174.883	146.362	-2095.277	233.547	142.733	-2089.412	434.341	125.611	-2033.941	331.852	131.926	-3286.852	332.375	144.996	-3254.064	443.577	136.953	-3207.348	247.143	147.011	-1977.145	703.031	283.193	-2147.281	942.764	266.871	-1976.254	830.710	270.437	-2149.424	595.771	304.033	-2518.096	670.187	479.098	-2482.719	897.945	511.890	-2271.265	851.549	492.911	-2299.682	660.073	466.742	-2842.955	811.858	569.135	-2680.454	932.188	567.135	-2541.066	783.731	543.889	-2908.105	702.536	515.461	-3085.917	937.793	559.852	-2875.598	931.148	543.369	-3109.993	746.353	537.619	-3452.179	1249.160	154.157	-3394.428	1055.270	150.044	-3432.928	1129.775	182.376	-2587.084	1347.750	179.417	-2736.910	1163.460	158.561	-2710.618	1364.443	181.355	-2613.775	1147.443	157.818	-3293.835	522.540	373.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3397.634	988.653	352.747	-2823.340	326.062	145.034	-2680.580	514.569	119.693	-2701.182	314.277	155.906	-2800.725	525.603	109.467
-2093.922	1079.337	118.214	-2079.592	1271.731	174.060	-2028.582	1170.264	143.154	-2087.882	231.192	140.199	-2088.333	432.433	124.927	-2030.130	331.221	128.061	-3240.215	322.528	130.701	-3212.592	435.271	123.882	-3156.666	242.606	145.821	-1973.065	699.558	282.395	-2144.139	938.522	262.925	-1972.646	826.999	268.598	-2144.996	591.750	302.900	-2517.724	669.438	473.641	-2477.431	895.871	506.084	-2267.542	844.517	489.464	-2301.815	652.773	461.592	-2841.035	818.289	560.049	-2675.889	934.970	560.153	-2540.018	783.357	537.538	-2903.455	708.418	503.444	-3086.238	939.153	549.232	-2876.020	937.229	536.338	-3109.088	748.767	522.392	-3458.736	1240.832	155.133	-3395.097	1047.824	142.444	-3434.137	1121.557	179.736	-2567.168	1350.023	165.850	-2721.269	1169.330	146.922	-2690.050	1369.814	165.463	-2598.468	1149.919	148.073	-3273.225	515.432	355.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3398.390	975.723	332.568	-2827.154	332.624	147.005	-2682.428	517.237	115.634	-2705.196	319.354	160.689	-2800.321	530.584	104.865
-2090.521	1078.702	118.487	-2078.570	1271.938	172.269	-2026.384	1171.040	141.559	-2078.991	229.095	138.860	-2079.789	430.187	122.382	-2021.422	329.002	124.554	-3199.641	317.126	134.055	-3179.703	431.025	123.983	-3112.543	242.244	150.546	-1966.914	699.563	288.344	-2139.809	936.837	267.193	-1967.466	826.542	274.910	-2138.394	589.995	305.000	-2518.372	668.916	470.264	-2471.890	893.844	503.768	-2263.852	836.416	490.666	-2303.680	645.558	460.654	-2838.258	824.151	554.365	-2670.850	937.828	555.228	-2540.590	782.954	531.995	-2898.535	713.990	494.654	-3085.524	941.719	542.666	-2874.831	943.022	531.077	-3106.464	751.158	513.503	-3475.870	1221.152	153.717	-3395.673	1037.547	132.099	-3446.184	1110.723	168.457	-2558.027	1354.523	165.394	-2714.467	1175.906	145.733	-2680.760	1375.270	169.546	-2591.864	1155.237	143.254	-3246.980	506.466	338.355	-3339.352	726.957	329.025	0.000	0.000	0.000	0.000	0.000	0.000	-3401.092	958.898	317.882	-2829.626	335.122	149.079	-2683.513	520.927	112.974	-2706.828	323.889	163.635	-2801.435	533.892	101.748
-2087.477	1079.549	119.561	-2077.583	1273.544	170.507	-2024.305	1172.914	140.554	-2067.261	230.737	140.456	-2067.521	431.698	126.166	-2009.021	330.736	130.069	-3173.436	307.278	137.785	-3159.022	421.566	123.047	-3082.055	237.176	153.722	-1961.518	702.860	295.475	-2136.461	938.052	270.884	-1963.173	829.771	281.428	-2132.094	591.511	310.273	-2516.861	669.171	472.315	-2467.589	894.647	504.052	-2260.883	833.499	491.771	-2302.934	643.533	463.019	-2835.289	828.946	552.570	-2666.874	941.888	555.527	-2537.935	785.560	532.221	-2894.581	717.874	495.188	-3083.839	943.867	538.921	-2872.973	947.861	528.761	-3103.661	754.436	511.479	-3482.347	1210.573	154.200	0.000	0.000	0.000	-3463.359	1099.031	153.242	-2546.698	1355.510	164.056	-2704.883	1178.597	143.556	-2669.142	1377.949	165.359	-2582.572	1156.538	143.822	-3228.077	497.220	332.238	-3327.953	715.423	322.266	0.000	0.000	0.000	0.000	0.000	0.000	-3398.190	945.239	310.541	-2830.478	341.751	151.590	-2681.288	523.554	111.818	-2707.990	326.315	162.472	-2800.573	537.795	103.492
-2089.556	1082.341	123.988	-2085.789	1277.353	171.706	-2029.285	1177.692	145.963	-2044.490	237.173	142.786	-2053.131	437.838	128.873	-1991.213	338.376	134.056	-3155.211	305.389	135.658	-3141.853	419.808	121.410	-3062.848	236.322	152.776	-1956.157	711.909	301.535	-2137.048	942.373	274.564	-1961.036	838.503	286.240	-2123.959	596.484	317.317	-2514.422	669.680	476.970	-2463.412	895.768	507.386	-2257.354	833.254	495.797	-2300.592	643.017	468.265	-2832.590	832.352	554.877	-2663.595	944.461	557.468	-2534.827	787.636	537.054	-2891.661	721.866	500.129	-3080.104	950.260	537.558	-2868.757	951.295	528.981	-3102.349	761.563	513.444	-3485.466	1199.005	152.470	0.000	0.000	0.000	-3479.957	1088.240	138.798	-2539.198	1354.003	163.856	-2697.557	1177.016	144.509	-2661.831	1376.597	163.866	-2575.315	1154.617	145.374	-3212.707	495.369	333.462	-3319.295	709.520	321.070	0.000	0.000	0.000	0.000	0.000	0.000	-3395.351	936.581	307.854	-2828.439	342.372	152.677	-2676.825	523.196	111.115	-2705.394	325.562	160.570	-2796.792	538.784	106.855
-2092.214	1087.114	129.765	-2096.115	1283.111	172.279	-2035.717	1184.653	152.232	-2018.515	246.736	142.532	-2034.314	447.059	131.039	-1968.551	350.555	136.938	-3136.799	309.139	133.974	-3125.531	424.118	121.313	-3043.776	241.622	151.737	-1950.112	724.933	312.246	-2138.709	948.268	281.135	-1959.177	851.112	295.771	-2113.566	603.231	325.791	-2511.670	668.577	482.767	-2460.309	895.141	511.387	-2253.763	832.552	499.967	-2297.028	642.250	475.172	-2828.759	833.864	560.477	-2658.982	944.596	561.142	-2530.989	787.326	541.609	-2889.288	723.571	506.001	-3074.155	953.795	543.169	-2863.515	952.918	533.853	-3099.540	765.779	520.201	-3486.789	1194.427	150.689	0.000	0.000	0.000	-3490.268	1080.107	129.829	-2531.049	1348.119	162.128	-2691.364	1171.515	146.583	-2653.277	1372.222	162.062	-2569.411	1148.878	146.491	-3201.357	494.923	335.123	-3312.005	706.692	324.171	0.000	0.000	0.000	0.000	0.000	0.000	-3393.807	932.280	314.913	-2831.473	341.300	149.865	-2676.958	520.726	114.341	-2708.841	322.634	158.717	-2797.215	538.035	108.167
-2094.939	1092.920	135.337	-2107.247	1290.120	172.172	-2042.632	1193.197	158.011	-1990.503	258.755	141.217	-2013.400	458.784	135.562	-1943.664	365.571	141.913	-3122.628	315.775	126.074	-3113.378	431.344	119.600	-3028.952	249.451	145.311	-1944.204	737.088	324.756	-2140.353	953.494	292.408	-1957.715	862.988	309.389	-2103.147	609.129	334.395	-2508.934	664.121	488.850	-2456.614	890.774	518.529	-2250.469	827.821	507.548	-2294.122	637.269	482.015	-2824.522	832.884	567.708	-2653.635	941.958	568.320	-2526.045	783.027	547.310	-2887.708	723.983	513.334	-3070.526	960.622	551.527	-2856.497	952.535	541.449	0.000	0.000	0.000	-3487.549	1191.198	147.809	0.000	0.000	0.000	-3488.585	1076.391	131.038	-2525.080	1344.347	159.223	-2686.904	1168.761	149.704	-2647.183	1369.074	160.982	-2564.807	1145.311	148.236	-3193.396	496.693	342.266	-3306.831	707.450	333.644	0.000	0.000	0.000	0.000	0.000	0.000	-3390.577	932.156	325.278	-2831.462	343.340	146.793	-2675.945	521.373	118.609	-2709.806	323.267	156.012	-2797.135	540.104	110.871
-2097.280	1097.240	140.970	-2117.275	1295.873	171.533	-2049.452	1200.915	162.819	-1963.048	272.664	145.518	-1993.894	472.777	143.735	-1921.729	381.142	149.789	-3118.332	321.988	126.158	-3109.672	437.705	122.866	-3024.217	255.538	142.562	-1939.001	748.275	336.436	-2142.107	958.239	303.701	-1957.058	874.620	322.466	-2093.413	614.787	343.022	-2504.199	659.986	498.318	-2451.808	886.173	527.656	-2247.001	823.272	516.021	-2291.133	631.919	489.376	-2819.858	831.214	577.034	-2647.800	937.906	577.231	-2522.340	779.284	556.091	-2884.501	723.639	521.567	-3063.467	965.148	561.849	-2849.208	951.959	551.109	0.000	0.000	0.000	-3484.361	1191.168	146.806	0.000	0.000	0.000	-3485.139	1074.917	135.329	-2517.063	1341.460	159.164	-2680.595	1167.495	154.432	-2638.937	1367.402	161.229	-2558.811	1142.483	152.681	-3187.809	499.321	351.297	-3301.772	709.721	344.537	-3314.822	548.411	345.618	0.000	0.000	0.000	-3386.201	934.254	337.483	-2833.865	348.567	143.723	-2674.324	524.269	123.238	-2712.437	326.136	152.665	-2795.931	546.162	115.264
-2103.447	1101.531	143.888	-2130.541	1299.302	168.587	-2059.454	1206.632	162.827	-1942.498	283.347	149.821	-1979.943	481.478	151.021	-1904.353	392.933	154.581	-3116.843	327.397	129.765	-3108.202	443.135	127.823	-3022.514	260.850	141.569	-1934.128	759.614	346.183	-2144.347	962.322	312.430	-1956.472	885.133	331.884	-2083.760	621.064	352.736	-2498.355	659.265	510.404	-2446.167	883.292	536.598	-2241.894	819.736	523.668	-2286.966	628.405	497.966	-2814.346	831.308	587.097	-2641.328	936.525	586.798	-2516.806	776.954	565.375	-2880.713	724.541	531.911	-3056.258	968.321	572.363	-2842.425	952.449	560.896	0.000	0.000	0.000	-3479.250	1190.154	145.298	0.000	0.000	0.000	-3480.563	1074.242	138.932	-2507.835	1339.244	169.775	-2672.941	1166.724	164.669	-2629.383	1366.276	171.816	-2551.472	1140.617	162.821	-3182.225	501.928	359.766	-3296.531	712.261	354.803	-3309.075	550.919	354.117	0.000	0.000	0.000	-3381.217	936.619	350.062	-2835.039	351.303	142.862	-2672.874	525.447	125.164	-2713.569	327.103	149.950	-2794.043	548.734	118.255
-2115.804	1102.846	141.640	-2148.183	1300.088	164.311	-2073.945	1209.734	158.659	-1925.124	291.879	159.757	-1969.837	488.703	159.937	-1890.563	402.931	162.200	-3114.794	333.056	129.366	-3105.739	448.695	130.592	-3020.402	265.752	138.107	-1929.472	770.920	352.384	-2147.195	965.570	317.991	-1956.419	895.383	336.278	-2073.921	627.143	362.152	-2492.730	657.646	520.388	-2440.819	881.737	544.499	-2233.587	813.778	530.763	-2281.505	626.510	507.565	-2808.775	831.765	596.026	-2634.947	935.663	595.218	-2511.070	775.352	574.394	-2877.704	726.058	542.101	-3048.348	972.521	581.014	-2835.011	953.057	569.249	0.000	0.000	0.000	-3473.313	1189.001	142.586	0.000	0.000	0.000	-3474.533	1072.874	140.902	-2496.554	1338.636	190.794	-2663.641	1167.889	180.192	-2617.809	1366.779	192.860	-2542.183	1140.750	177.818	-3177.894	504.638	369.722	-3291.380	715.062	365.218	-3304.284	553.585	364.593	0.000	0.000	0.000	-3380.365	939.289	366.439	-2833.788	355.829	139.117	-2669.802	528.623	128.503	-2712.886	330.009	145.175	-2791.007	553.664	122.880
