NO_OF_FRAMES	905
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:44:51	1350659.19285559
DATA_INCLUDED	3D
MARKER_NAMES	A3	A1	A2	B1	B3	B2	G3	G1	G2	G4	C1	C4	C3	C2	D4	D2	D3	D1	E3	E2	E1	F1	F2	F3	L3	L2	L1	L4	L5	J2	J3	J1	H4	H1	H2	H3	K2	K4	K1	K3
A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B1 X	B1 Y	B1 Z	B3 X	B3 Y	B3 Z	B2 X	B2 Y	B2 Z	G3 X	G3 Y	G3 Z	G1 X	G1 Y	G1 Z	G2 X	G2 Y	G2 Z	G4 X	G4 Y	G4 Z	C1 X	C1 Y	C1 Z	C4 X	C4 Y	C4 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	D4 X	D4 Y	D4 Z	D2 X	D2 Y	D2 Z	D3 X	D3 Y	D3 Z	D1 X	D1 Y	D1 Z	E3 X	E3 Y	E3 Z	E2 X	E2 Y	E2 Z	E1 X	E1 Y	E1 Z	F1 X	F1 Y	F1 Z	F2 X	F2 Y	F2 Z	F3 X	F3 Y	F3 Z	L3 X	L3 Y	L3 Z	L2 X	L2 Y	L2 Z	L1 X	L1 Y	L1 Z	L4 X	L4 Y	L4 Z	L5 X	L5 Y	L5 Z	J2 X	J2 Y	J2 Z	J3 X	J3 Y	J3 Z	J1 X	J1 Y	J1 Z	H4 X	H4 Y	H4 Z	H1 X	H1 Y	H1 Z	H2 X	H2 Y	H2 Z	H3 X	H3 Y	H3 Z	K2 X	K2 Y	K2 Z	K4 X	K4 Y	K4 Z	K1 X	K1 Y	K1 Z	K3 X	K3 Y	K3 Z	
-901.734	1690.243	207.239	-806.810	1866.847	231.685	-803.855	1749.922	219.435	-1166.829	1119.607	151.206	-1256.054	939.194	138.742	-1159.025	1006.421	138.603	-969.298	1289.029	369.600	-1020.432	1577.103	390.170	-913.802	1403.321	382.096	-1171.246	1264.936	355.546	-1517.736	2022.401	152.957	-1547.786	1821.617	158.588	-1669.993	1839.852	164.615	-1640.493	2040.899	159.436	-1652.319	1008.952	186.928	-1748.675	1225.800	163.663	-1776.779	1024.972	181.544	-1625.554	1210.231	169.709	-2079.203	2009.132	174.416	-2089.034	2125.729	172.597	-1993.441	2193.513	171.600	-2374.644	1462.374	148.282	-2473.339	1401.322	149.189	-2470.960	1285.370	152.792	-2265.381	1757.654	392.840	-2267.055	1920.220	400.309	-2135.815	1957.994	404.538	-2404.148	1672.618	387.730	-2371.339	1542.338	384.109	-1622.558	1682.957	601.155	-1786.423	1563.032	613.237	-1483.416	1532.594	602.716	-1233.971	1414.188	563.605	-1217.607	1609.280	549.135	-1431.145	1645.403	551.555	-1449.049	1413.817	568.223	-2030.716	1696.185	575.447	-1851.786	1450.072	573.008	-1815.877	1680.116	567.566	-2061.193	1501.190	579.746
-914.618	1688.788	185.081	-824.880	1868.842	196.538	-818.545	1751.611	189.293	-1158.732	1112.850	148.993	-1241.504	929.415	136.402	-1147.094	1000.564	133.718	-961.367	1290.171	365.500	-1022.061	1576.625	382.607	-909.752	1406.736	374.191	-1162.549	1258.840	357.720	-1505.862	2027.361	153.331	-1536.734	1826.951	161.047	-1658.635	1846.172	164.527	-1627.443	2046.901	156.957	-1648.437	1021.187	163.679	-1742.423	1239.565	147.894	-1771.609	1038.431	155.396	-1619.444	1222.456	156.991	-2082.963	2008.763	168.559	-2094.862	2125.279	165.175	-2000.433	2194.104	166.008	-2370.703	1457.597	151.139	-2467.508	1394.954	153.418	-2462.433	1278.410	154.843	-2264.519	1754.974	390.071	-2269.712	1917.529	395.594	-2139.328	1958.221	399.034	-2401.362	1666.927	386.455	-2365.635	1537.219	384.419	-1616.461	1677.037	604.664	-1782.570	1561.502	613.091	-1480.183	1524.006	605.259	-1233.031	1401.030	562.338	-1212.503	1595.722	553.218	-1425.229	1636.450	556.010	-1448.193	1404.928	566.350	-2023.039	1701.348	574.862	-1851.880	1450.291	568.129	-1807.250	1678.547	568.513	-2059.421	1507.972	572.978
-928.179	1684.834	159.603	-845.089	1868.338	158.551	-834.266	1751.465	157.273	-1148.413	1105.349	145.632	-1222.889	916.419	138.737	-1131.319	990.739	136.471	-953.859	1291.542	359.278	-1025.363	1575.276	370.019	-906.524	1410.013	364.112	-1153.805	1252.422	357.456	-1477.607	2033.845	157.547	-1515.600	1834.457	163.943	-1637.244	1857.599	161.790	-1598.521	2056.953	153.788	-1651.407	1031.516	155.720	-1738.411	1252.988	136.579	-1773.728	1051.964	143.837	-1615.691	1232.187	149.230	-2090.283	2004.188	157.847	-2104.645	2120.274	150.430	-2011.679	2191.895	149.906	-2368.266	1450.702	150.878	-2463.782	1386.341	153.271	-2456.433	1269.794	155.064	-2264.947	1751.819	389.652	-2273.271	1914.248	393.827	-2143.808	1957.615	393.659	-2400.139	1660.276	389.666	-2358.053	1530.541	384.938	-1610.870	1672.343	603.499	-1779.649	1560.539	607.878	-1478.290	1516.288	603.360	-1233.003	1388.458	557.844	-1208.287	1582.483	552.081	-1419.861	1626.624	554.454	-1448.830	1396.747	561.513	-2015.494	1707.016	573.360	-1851.348	1452.191	561.070	-1800.230	1678.347	567.897	-2057.360	1515.067	565.964
-936.652	1684.407	153.047	0.000	0.000	0.000	-845.771	1755.246	154.131	-1132.375	1091.654	146.909	-1199.368	900.119	141.585	-1110.496	977.862	141.139	-946.031	1292.324	352.158	-1029.200	1573.253	352.262	-903.702	1412.789	351.457	-1144.169	1244.990	354.921	-1446.638	2038.482	164.883	-1492.324	1839.852	168.368	-1612.486	1868.789	161.072	-1565.926	2066.998	157.223	-1662.998	1040.311	160.289	-1740.968	1263.829	129.148	-1785.618	1065.040	142.818	-1617.676	1238.586	146.574	-2101.642	2004.469	153.440	-2118.029	2120.299	146.324	-2027.799	2191.795	149.540	-2363.982	1440.307	149.882	-2457.520	1373.449	151.955	-2447.452	1257.036	154.893	-2266.689	1748.369	385.974	-2279.787	1910.681	384.622	-2151.587	1957.440	380.444	-2399.137	1653.387	391.325	-2353.255	1525.616	390.598	-1602.891	1671.474	597.253	-1774.548	1565.165	599.737	-1476.205	1510.630	595.041	-1235.329	1374.286	546.721	-1203.088	1567.698	543.963	-1411.961	1619.785	548.106	-1449.585	1390.976	552.201	-2007.138	1717.247	569.367	-1849.051	1459.414	553.408	-1792.933	1683.571	562.066	-2053.668	1526.743	560.211
-944.524	1682.999	145.860	-856.356	1864.103	154.132	-855.108	1754.813	150.984	-1114.409	1078.168	148.826	-1171.047	884.289	145.283	-1087.213	965.774	146.915	-938.740	1291.579	342.914	-1033.284	1568.606	335.055	-901.288	1413.387	337.398	-1134.676	1234.481	351.937	-1427.202	2043.257	179.833	-1479.479	1846.202	171.798	-1598.677	1879.628	166.675	-1545.840	2075.984	174.569	-1675.536	1045.525	165.271	-1744.704	1269.678	123.104	-1794.432	1073.080	142.285	-1626.830	1242.442	145.776	-2112.102	2003.544	148.182	-2134.824	2118.169	141.389	-2049.029	2194.637	148.980	-2353.556	1425.194	149.899	-2444.693	1355.762	154.583	-2429.068	1239.497	157.401	-2267.500	1742.602	380.895	-2287.618	1904.449	374.974	-2161.861	1956.843	366.521	-2394.971	1642.397	391.464	-2344.849	1516.748	394.112	-1591.063	1673.355	584.566	-1767.479	1573.538	590.163	-1471.927	1507.786	584.325	-1239.631	1358.990	537.172	-1196.849	1550.493	534.078	-1402.802	1613.122	537.877	-1452.407	1386.621	541.520	-1997.590	1730.383	562.172	-1844.860	1468.492	545.461	-1784.321	1692.363	553.157	-2048.384	1540.906	553.450
-946.846	1678.352	143.074	-882.420	1867.705	165.217	-859.050	1751.964	152.933	-1102.694	1065.007	148.588	-1157.444	870.759	149.009	-1074.125	952.595	151.713	-933.684	1287.587	333.964	-1033.611	1562.479	318.809	-898.547	1409.774	325.118	-1128.614	1226.912	345.163	-1412.966	2049.494	190.462	-1469.062	1854.029	173.493	-1587.730	1890.037	170.332	-1531.096	2084.664	187.581	-1682.150	1051.375	169.789	-1746.784	1274.830	118.605	-1800.351	1081.089	145.670	-1629.462	1246.242	141.854	-2116.846	2001.197	143.747	-2143.198	2115.328	137.343	-2059.980	2194.270	148.859	-2340.382	1410.036	146.803	-2427.102	1336.245	151.245	-2407.309	1220.630	160.493	-2266.836	1736.444	371.929	-2292.803	1896.987	361.238	-2169.021	1953.897	353.036	-2390.780	1632.432	383.781	-2335.721	1508.239	389.318	-1582.825	1673.047	575.097	-1761.796	1577.596	581.901	-1467.685	1504.793	574.448	-1241.447	1346.814	525.446	-1191.699	1536.385	523.559	-1395.041	1606.823	528.598	-1453.373	1382.317	530.000	-1988.894	1738.230	555.452	-1841.428	1474.396	536.429	-1776.333	1696.560	545.589	-2043.398	1550.266	545.828
-946.048	1674.182	140.895	-885.082	1864.651	167.630	-859.878	1750.270	153.411	-1099.379	1056.677	143.876	-1151.497	861.987	149.674	-1069.257	944.816	147.884	-929.439	1282.487	323.585	-1032.810	1556.306	308.538	-895.767	1405.095	314.926	-1123.670	1219.919	336.333	-1396.737	2054.423	191.992	-1458.496	1861.411	170.845	-1575.451	1898.786	169.554	-1515.881	2091.795	190.408	-1686.297	1058.555	173.387	-1749.336	1280.704	115.535	-1804.741	1089.025	151.557	-1631.313	1251.185	136.773	-2120.697	1997.733	139.840	-2149.323	2111.748	133.314	-2067.547	2193.478	148.656	-2322.769	1393.757	145.884	-2407.781	1317.676	151.772	-2383.607	1202.940	165.200	-2263.955	1727.757	364.833	-2295.654	1887.379	353.155	-2173.979	1948.588	344.047	-2384.024	1619.442	378.019	-2324.574	1497.207	384.331	-1575.250	1670.275	569.990	-1756.049	1578.722	574.522	-1463.416	1499.849	566.289	-1244.861	1331.568	513.807	-1186.663	1520.172	518.110	-1386.415	1599.118	522.990	-1454.916	1377.405	518.545	-1981.131	1742.610	550.995	-1837.189	1476.899	526.574	-1768.997	1698.026	540.440	-2038.099	1555.567	537.685
-944.811	1670.279	137.898	-882.733	1860.425	168.596	-858.610	1746.994	150.775	-1096.839	1052.195	142.385	-1149.647	857.526	146.960	-1067.102	940.100	143.606	-925.277	1277.921	315.474	-1029.653	1551.208	302.425	-892.238	1400.815	306.944	-1119.017	1214.551	330.093	-1381.363	2054.307	191.226	-1445.312	1861.889	170.086	-1562.694	1901.859	167.867	-1499.902	2093.602	189.915	-1687.618	1062.166	175.577	-1747.979	1283.825	113.288	-1805.781	1093.766	153.652	-1630.312	1253.349	134.513	-2125.456	1993.949	135.466	-2157.504	2106.309	126.816	-2083.278	2191.923	145.923	-2307.643	1380.908	146.849	-2389.574	1300.719	157.927	-2359.760	1187.824	170.347	-2260.475	1716.967	358.161	-2299.029	1875.210	347.333	-2179.779	1941.453	340.100	-2376.280	1603.789	369.484	-2311.468	1483.484	374.557	-1566.916	1668.618	566.401	-1749.606	1580.542	569.708	-1458.449	1496.226	561.720	-1245.505	1321.107	505.694	-1181.232	1507.443	514.323	-1378.077	1592.855	519.838	-1454.165	1373.639	510.794	-1974.766	1744.699	547.189	-1830.541	1479.277	521.568	-1762.574	1700.449	536.740	-2031.485	1557.518	532.303
-945.373	1667.308	135.654	-884.045	1857.468	170.477	-859.437	1744.377	150.342	-1091.354	1046.545	138.468	-1142.219	851.271	143.727	-1060.705	934.594	136.942	-918.534	1277.118	312.768	-1026.907	1548.685	294.761	-887.289	1400.385	301.248	-1111.032	1211.991	330.068	-1367.764	2050.257	191.085	-1434.386	1858.523	169.185	-1550.908	1900.391	165.333	-1485.655	2091.343	187.702	-1687.859	1061.970	175.224	-1744.846	1284.713	113.628	-1805.645	1095.806	154.685	-1627.507	1252.079	133.340	-2127.409	1991.832	133.593	-2162.341	2102.755	126.086	-2089.842	2190.996	146.989	-2291.100	1370.910	141.937	-2370.640	1288.198	152.174	-2337.536	1176.521	165.517	-2255.239	1707.887	354.919	-2298.553	1865.027	345.585	-2181.328	1934.783	339.324	-2367.805	1590.799	364.728	-2299.803	1472.915	369.795	-1558.770	1668.649	563.829	-1742.515	1582.288	568.034	-1452.060	1495.053	559.642	-1242.376	1316.063	501.789	-1174.920	1502.036	511.113	-1370.281	1590.458	517.016	-1449.633	1372.028	509.081	-1968.871	1745.043	544.881	-1821.625	1480.334	519.457	-1756.381	1702.412	534.506	-2024.489	1556.904	529.915
-944.335	1666.746	135.980	-888.100	1858.211	171.202	-860.674	1745.745	151.633	-1080.191	1043.490	136.758	-1124.478	846.687	142.769	-1045.891	932.248	134.309	-909.019	1279.032	316.143	-1023.998	1547.547	293.867	-881.182	1402.423	300.975	-1100.629	1209.938	332.862	-1358.658	2044.947	186.558	-1426.798	1853.442	166.396	-1543.163	1895.953	165.145	-1475.725	2086.712	185.510	-1686.515	1059.631	173.469	-1742.134	1283.876	115.759	-1804.297	1095.004	155.031	-1624.829	1249.715	133.407	-2127.279	1988.901	134.799	-2164.886	2099.311	129.304	-2094.690	2187.664	149.888	-2275.092	1364.683	139.796	-2353.213	1280.686	148.147	-2318.226	1169.331	160.930	-2248.361	1701.737	353.668	-2294.943	1858.326	343.946	-2179.260	1930.104	337.840	-2358.967	1583.032	364.532	-2288.182	1465.993	369.035	-1550.226	1667.987	563.282	-1735.163	1583.613	569.290	-1445.310	1493.418	560.552	-1238.988	1310.039	502.189	-1167.438	1493.635	508.720	-1362.226	1586.894	517.070	-1444.806	1369.747	511.048	-1960.727	1747.489	544.444	-1814.512	1481.581	521.449	-1748.419	1703.673	534.042	-2017.412	1558.569	530.716
-940.422	1668.373	136.951	-889.312	1861.299	169.551	-859.153	1749.516	151.179	-1059.900	1042.292	141.376	-1102.116	844.855	145.304	-1024.184	931.238	141.403	-899.144	1281.386	321.189	-1019.348	1547.484	298.132	-873.473	1405.302	307.204	-1088.825	1208.059	336.157	-1347.420	2037.523	179.636	-1417.550	1846.344	164.455	-1533.458	1889.913	162.707	-1464.033	2080.387	177.966	-1684.548	1057.214	171.637	-1739.181	1282.529	118.199	-1802.345	1093.600	155.717	-1621.969	1247.093	133.195	-2125.006	1987.000	137.289	-2164.662	2097.153	133.205	-2094.476	2187.001	151.762	-2263.911	1361.022	138.927	-2340.676	1275.984	146.811	-2303.925	1164.899	158.991	-2241.329	1697.919	355.886	-2289.599	1854.146	346.265	-2174.698	1927.230	340.908	-2349.773	1577.596	364.460	-2277.863	1461.554	369.739	-1541.662	1665.013	565.701	-1727.984	1582.677	572.758	-1438.463	1489.418	563.331	-1234.405	1303.519	505.888	-1161.134	1485.814	512.919	-1354.407	1581.799	520.100	-1439.731	1365.563	513.963	-1951.773	1748.193	546.837	-1807.716	1481.191	524.819	-1739.779	1702.664	536.349	-2009.035	1561.149	535.361
-938.853	1671.094	139.800	-893.739	1865.698	168.505	-859.895	1755.024	153.547	-1036.184	1042.820	143.940	-1071.451	844.108	147.056	-996.668	933.037	145.760	-886.325	1286.888	329.639	-1014.839	1549.366	305.727	-864.312	1411.626	316.143	-1074.041	1208.171	343.524	-1334.247	2029.304	174.674	-1406.657	1838.869	163.968	-1522.170	1883.611	161.582	-1450.287	2073.647	172.421	-1683.645	1054.628	170.067	-1734.460	1281.934	120.497	-1801.130	1093.302	156.509	-1618.624	1244.051	133.045	-2120.351	1986.263	141.477	-2161.934	2096.151	139.359	-2091.313	2187.142	153.860	-2254.534	1362.224	140.161	-2331.670	1278.067	146.661	-2295.600	1166.423	158.474	-2233.056	1696.736	362.033	-2281.795	1852.908	355.358	-2167.060	1926.357	349.304	-2341.109	1576.085	370.194	-2268.876	1460.166	373.032	-1532.916	1660.739	569.660	-1720.464	1581.148	576.993	-1431.513	1484.144	567.408	-1227.896	1297.526	511.871	-1153.934	1479.262	518.809	-1347.047	1576.431	524.440	-1433.544	1360.537	518.588	-1942.057	1747.785	551.213	-1800.549	1479.583	528.925	-1730.537	1700.285	540.580	-2001.119	1561.229	539.671
-938.272	1675.063	143.420	-900.766	1871.290	168.051	-862.566	1761.411	156.859	-1011.294	1045.333	147.000	-1037.528	845.330	149.254	-966.916	937.914	148.507	-872.890	1295.530	339.714	-1011.572	1553.420	312.778	-855.791	1420.811	325.760	-1057.518	1208.903	351.709	-1323.496	2022.013	177.465	-1397.343	1831.943	167.070	-1512.558	1877.555	165.967	-1439.282	2066.983	176.851	-1681.490	1050.859	167.213	-1735.327	1280.788	125.087	-1798.945	1091.354	157.084	-1615.108	1240.318	133.290	-2113.634	1986.844	145.508	-2156.306	2096.137	145.205	-2085.701	2187.375	155.832	-2248.843	1365.714	143.610	-2325.217	1281.079	149.439	-2288.739	1169.088	158.316	-2223.839	1697.883	367.082	-2272.229	1854.186	360.447	-2157.370	1927.366	354.449	-2332.238	1577.496	374.979	-2260.287	1461.503	377.816	-1523.426	1656.639	573.614	-1711.262	1579.127	581.909	-1423.929	1479.193	572.365	-1221.167	1291.597	518.386	-1146.303	1472.919	523.951	-1339.414	1570.706	529.388	-1426.613	1355.035	524.488	-1930.539	1749.258	554.923	-1793.337	1478.758	535.096	-1719.806	1698.150	544.202	-1992.893	1563.406	545.560
-937.569	1679.712	146.523	-908.442	1877.042	167.988	-866.044	1768.365	160.526	-986.883	1049.428	157.927	-1005.982	848.733	156.644	-938.738	943.646	158.113	-860.077	1304.908	347.207	-1008.350	1556.906	318.758	-847.805	1430.711	332.552	-1041.268	1211.254	359.211	-1309.744	2014.342	187.980	-1385.531	1825.159	174.882	-1500.259	1872.097	172.501	-1424.970	2060.607	186.047	-1678.671	1047.734	163.634	-1730.041	1278.417	129.702	-1796.284	1089.961	156.698	-1610.999	1237.350	133.620	-2104.978	1988.177	151.157	-2146.422	2097.565	153.659	-2074.381	2188.007	158.940	-2243.508	1369.950	144.791	-2319.839	1285.649	148.339	-2284.523	1173.200	156.733	-2213.501	1700.925	372.655	-2259.739	1857.845	366.267	-2144.026	1929.631	359.717	-2323.161	1581.820	381.555	-2252.686	1464.904	383.927	-1514.299	1651.947	578.023	-1702.648	1575.561	586.770	-1415.870	1473.861	577.640	-1213.578	1286.106	524.864	-1138.539	1467.497	529.250	-1331.484	1565.159	534.358	-1418.748	1349.489	530.721	-1918.452	1750.121	558.645	-1787.042	1476.322	540.663	-1708.703	1694.718	548.248	-1984.675	1565.294	551.149
-938.971	1683.590	150.783	-917.710	1882.574	168.217	-870.981	1775.329	164.535	-964.321	1053.972	170.946	-974.987	852.904	170.180	-911.657	950.309	171.678	-848.080	1314.363	353.399	-1006.190	1560.139	323.670	-840.897	1440.552	338.245	-1025.391	1214.147	365.104	-1294.874	2008.304	199.903	-1372.746	1820.208	183.681	-1486.687	1867.612	180.608	-1409.577	2055.974	197.764	-1674.578	1046.532	160.689	-1722.957	1277.846	133.122	-1792.299	1090.373	156.054	-1605.606	1236.172	134.281	-2096.742	1989.883	156.765	-2136.943	2099.521	160.468	-2062.253	2188.840	160.023	-2236.777	1377.174	146.698	-2314.219	1294.303	148.550	-2282.343	1181.030	156.060	-2203.179	1703.818	378.331	-2247.847	1860.847	373.089	-2131.427	1931.955	367.467	-2314.256	1585.890	386.086	-2244.965	1468.278	387.072	-1505.963	1646.451	584.391	-1693.951	1571.485	591.758	-1408.236	1467.431	583.080	-1205.679	1279.689	530.168	-1130.714	1460.444	533.787	-1323.574	1558.710	539.502	-1410.924	1343.022	536.007	-1907.389	1748.848	563.184	-1779.752	1473.382	545.320	-1698.619	1690.927	553.473	-1976.103	1565.059	555.646
-940.138	1686.607	153.706	-925.424	1886.297	167.804	-875.509	1780.604	166.689	-943.001	1055.400	182.606	-945.965	854.228	188.155	-886.395	954.155	186.917	-836.998	1322.222	359.655	-1003.808	1562.327	329.105	-834.398	1448.641	344.389	-1010.746	1215.664	370.425	-1280.342	2004.150	211.897	-1360.309	1817.153	192.489	-1473.571	1866.007	189.276	-1394.602	2053.147	210.060	-1670.392	1046.432	159.721	-1713.578	1283.008	129.759	-1788.085	1092.484	154.996	-1599.396	1236.054	135.565	-2088.529	1990.383	161.517	-2128.763	2100.125	164.733	-2054.838	2189.756	159.574	-2231.879	1382.713	149.851	-2308.468	1299.106	152.818	-2276.414	1186.205	157.109	-2192.696	1705.795	383.667	-2237.080	1862.870	381.243	-2120.414	1933.603	376.434	-2304.515	1588.031	390.468	-2235.703	1470.129	389.848	-1496.370	1640.783	590.133	-1685.158	1567.736	596.851	-1400.568	1460.776	587.365	-1199.170	1272.503	534.728	-1123.428	1453.162	539.080	-1315.417	1551.878	544.692	-1403.859	1336.720	540.166	-1896.327	1747.896	568.999	-1772.108	1470.927	549.645	-1688.190	1687.425	558.920	-1967.382	1564.545	561.090
-939.935	1687.345	154.327	-930.891	1888.075	166.030	-877.757	1783.992	166.148	-922.787	1056.734	192.095	-919.904	855.309	204.296	-863.508	956.965	201.313	-826.778	1328.333	366.445	-1000.366	1563.060	334.384	-828.238	1454.978	351.028	-997.594	1216.780	376.402	-1265.898	2000.210	223.171	-1347.721	1814.505	200.983	-1460.787	1865.418	199.355	-1379.498	2050.527	221.733	-1668.857	1048.696	157.774	-1706.778	1285.041	133.124	-1783.749	1095.318	153.762	-1592.988	1236.570	137.027	-2079.638	1989.706	163.743	-2119.766	2099.672	165.242	-2046.649	2189.706	158.126	-2223.039	1386.607	151.454	-2300.630	1303.963	152.924	-2270.486	1191.009	155.628	-2183.152	1706.947	389.987	-2227.103	1864.186	388.286	-2110.156	1934.511	383.155	-2295.177	1589.421	396.931	-2226.784	1471.276	395.397	-1486.362	1636.296	594.310	-1675.860	1565.857	601.054	-1392.592	1456.011	590.989	-1193.032	1265.801	539.337	-1115.723	1445.880	543.418	-1306.400	1546.209	549.108	-1397.230	1331.964	544.037	-1885.428	1748.145	573.771	-1763.620	1470.140	554.395	-1677.815	1685.983	563.642	-1958.365	1564.712	567.104
-940.317	1687.416	155.455	-937.400	1888.437	164.651	-881.104	1786.189	166.061	-905.634	1058.294	199.127	-897.043	856.894	213.963	-843.483	960.094	210.075	-817.289	1333.954	371.721	-997.110	1563.188	337.439	-822.250	1460.284	354.955	-984.959	1217.819	382.815	-1251.884	1995.777	231.240	-1335.677	1811.368	207.688	-1448.193	1863.470	205.824	-1364.830	2047.385	229.847	-1665.729	1049.527	156.843	-1701.815	1285.388	132.706	-1780.311	1097.124	153.743	-1588.375	1236.838	137.286	-2069.228	1988.157	164.183	-2109.050	2098.670	163.519	-2036.013	2188.055	155.594	-2211.142	1388.510	152.272	-2290.969	1305.845	152.722	-2261.892	1192.906	154.947	-2173.966	1707.447	394.885	-2217.627	1864.717	392.813	-2100.603	1934.918	387.171	-2286.662	1590.721	403.721	-2217.782	1471.623	400.845	-1476.059	1634.258	597.198	-1666.362	1566.089	605.050	-1384.330	1453.092	594.772	-1186.588	1261.156	544.467	-1108.235	1441.461	546.131	-1297.464	1542.632	552.367	-1390.337	1329.262	548.745	-1875.233	1748.296	576.986	-1754.457	1470.749	559.576	-1667.885	1686.272	566.991	-1949.124	1565.617	572.670
-941.006	1687.029	156.105	-942.703	1888.175	163.956	-884.075	1787.028	165.947	-891.775	1059.335	203.417	-878.237	858.419	218.758	-827.165	962.739	214.153	-809.016	1338.711	374.868	-994.434	1562.901	337.771	-816.916	1464.756	356.608	-973.798	1218.931	388.243	-1238.575	1991.190	233.730	-1324.242	1807.438	211.253	-1436.254	1860.705	209.010	-1350.669	2044.093	232.047	-1665.339	1051.104	154.786	-1695.938	1286.581	134.045	-1777.092	1099.426	153.807	-1583.364	1236.501	137.146	-2058.805	1986.538	164.551	-2098.733	2096.895	162.375	-2025.186	2185.627	154.020	-2201.795	1387.456	154.221	-2280.228	1303.633	153.332	-2250.264	1191.167	156.696	-2164.726	1707.509	397.116	-2208.396	1864.942	394.373	-2091.361	1935.016	388.996	-2277.576	1591.012	405.783	-2208.855	1471.879	404.140	-1466.242	1633.917	599.431	-1657.055	1567.101	608.758	-1376.169	1451.200	598.217	-1179.474	1258.428	549.904	-1099.678	1437.409	549.675	-1288.592	1539.664	555.130	-1382.825	1326.814	555.564	-1865.798	1749.461	579.350	-1745.681	1471.575	564.483	-1658.661	1686.935	569.240	-1940.037	1566.863	576.951
-939.392	1686.103	155.006	-942.490	1887.400	162.343	-883.136	1786.741	162.966	-882.228	1060.040	206.378	-865.696	859.288	221.685	-816.151	964.362	217.415	-801.371	1340.274	375.679	-989.194	1562.576	338.161	-810.617	1466.197	356.511	-965.016	1219.128	390.906	-1227.140	1987.636	231.994	-1314.022	1803.917	212.151	-1425.535	1857.105	209.308	-1339.145	2041.102	230.130	-1659.178	1051.559	152.788	-1687.945	1288.300	136.908	-1771.120	1101.669	153.389	-1576.009	1236.755	137.750	-2049.360	1985.236	164.996	-2089.254	2095.606	163.091	-2015.475	2184.305	154.340	-2190.456	1385.905	157.115	-2270.094	1302.813	155.993	-2241.465	1190.302	160.875	-2155.939	1707.253	397.870	-2199.375	1864.925	393.840	-2082.132	1934.742	388.185	-2269.022	1591.045	407.338	-2200.928	1472.209	406.976	-1457.931	1633.479	601.222	-1648.939	1567.191	611.511	-1368.421	1450.289	601.898	-1170.305	1258.551	554.257	-1091.807	1438.051	551.474	-1281.439	1539.133	556.941	-1374.058	1325.677	560.061	-1856.515	1751.596	580.495	-1738.234	1471.727	567.933	-1649.807	1686.611	570.479	-1931.803	1568.751	579.351
-932.808	1685.542	152.232	-934.052	1886.882	158.542	-875.419	1785.657	156.256	-878.171	1058.133	207.899	-864.563	857.430	223.235	-813.703	962.058	219.294	-794.116	1337.137	374.058	-979.637	1561.778	340.221	-802.082	1463.194	355.732	-959.017	1217.639	390.087	-1219.561	1985.568	231.739	-1306.490	1801.892	212.648	-1418.003	1854.944	208.969	-1331.615	2039.018	229.267	-1651.864	1050.872	150.899	-1681.980	1287.756	139.478	-1764.174	1100.850	154.125	-1569.762	1236.991	137.482	-2041.134	1983.225	164.539	-2080.990	2093.547	162.351	-2006.712	2182.262	154.045	-2186.424	1381.453	163.590	-2262.890	1298.032	163.967	-2232.259	1184.893	169.424	-2147.652	1706.003	397.989	-2191.209	1863.409	392.652	-2074.243	1933.464	386.447	-2259.932	1589.033	407.286	-2191.698	1470.872	408.923	-1450.231	1632.876	602.533	-1641.237	1566.738	613.269	-1360.483	1450.056	604.015	-1159.656	1260.996	557.265	-1084.192	1442.442	552.247	-1274.758	1539.988	558.361	-1364.422	1325.401	562.666	-1847.791	1752.025	581.833	-1731.148	1471.591	569.070	-1641.369	1685.939	572.360	-1924.099	1569.772	580.094
-923.535	1685.263	148.074	-919.658	1886.314	152.104	-863.635	1783.912	146.131	-882.947	1056.561	202.969	-874.417	855.495	218.612	-820.690	958.556	212.605	-787.734	1330.710	370.158	-967.385	1561.229	344.404	-792.529	1457.313	355.117	-955.655	1215.253	385.027	-1213.724	1984.236	230.842	-1300.516	1800.718	210.783	-1412.210	1853.679	208.884	-1325.917	2037.497	230.233	-1646.193	1049.545	149.848	-1676.392	1287.223	140.904	-1759.113	1100.139	154.812	-1564.438	1235.877	136.983	-2034.489	1979.859	164.333	-2074.699	2090.287	163.237	-2000.452	2178.769	154.772	-2178.420	1375.758	169.149	-2255.999	1293.142	172.105	-2224.955	1179.832	178.321	-2140.458	1704.117	397.618	-2184.454	1861.492	389.221	-2067.570	1931.274	381.488	-2252.425	1586.856	408.859	-2183.787	1468.800	412.808	-1442.463	1633.325	603.501	-1633.509	1566.728	613.717	-1352.496	1450.642	603.863	-1149.622	1263.999	558.680	-1075.464	1445.105	554.118	-1267.844	1542.512	558.321	-1355.107	1325.929	563.868	-1839.109	1753.667	581.593	-1723.879	1472.344	569.437	-1633.008	1686.221	572.299	-1916.374	1571.566	580.522
