NO_OF_FRAMES	905
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:44:51	1350659.19285559
DATA_INCLUDED	3D
MARKER_NAMES	A3	A1	A2	B1	B3	B2	G3	G1	G2	G4	C1	C4	C3	C2	D4	D2	D3	D1	E3	E2	E1	F1	F2	F3	L3	L2	L1	L4	L5	J2	J3	J1	H4	H1	H2	H3	K2	K4	K1	K3
A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B1 X	B1 Y	B1 Z	B3 X	B3 Y	B3 Z	B2 X	B2 Y	B2 Z	G3 X	G3 Y	G3 Z	G1 X	G1 Y	G1 Z	G2 X	G2 Y	G2 Z	G4 X	G4 Y	G4 Z	C1 X	C1 Y	C1 Z	C4 X	C4 Y	C4 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	D4 X	D4 Y	D4 Z	D2 X	D2 Y	D2 Z	D3 X	D3 Y	D3 Z	D1 X	D1 Y	D1 Z	E3 X	E3 Y	E3 Z	E2 X	E2 Y	E2 Z	E1 X	E1 Y	E1 Z	F1 X	F1 Y	F1 Z	F2 X	F2 Y	F2 Z	F3 X	F3 Y	F3 Z	L3 X	L3 Y	L3 Z	L2 X	L2 Y	L2 Z	L1 X	L1 Y	L1 Z	L4 X	L4 Y	L4 Z	L5 X	L5 Y	L5 Z	J2 X	J2 Y	J2 Z	J3 X	J3 Y	J3 Z	J1 X	J1 Y	J1 Z	H4 X	H4 Y	H4 Z	H1 X	H1 Y	H1 Z	H2 X	H2 Y	H2 Z	H3 X	H3 Y	H3 Z	K2 X	K2 Y	K2 Z	K4 X	K4 Y	K4 Z	K1 X	K1 Y	K1 Z	K3 X	K3 Y	K3 Z	
1275.064	347.331	125.122	1410.007	491.584	162.870	1385.172	379.383	144.710	876.217	-153.277	133.572	748.720	-308.298	138.507	857.370	-267.238	132.556	1129.100	-20.522	306.133	1149.417	272.460	294.248	1210.423	77.609	296.819	926.526	3.449	319.111	1040.522	869.176	174.973	900.337	723.034	157.751	810.965	807.877	155.224	950.926	955.140	173.333	340.106	103.875	165.173	380.297	330.923	107.102	246.576	183.260	147.215	472.160	251.541	127.398	0.000	0.000	0.000	329.271	1245.274	118.840	429.028	1298.996	140.690	-68.634	621.745	130.584	-174.304	573.354	138.686	-187.929	460.194	153.061	90.075	918.760	347.198	110.499	1079.979	336.892	245.572	1099.621	332.083	-58.161	851.639	355.105	-40.615	718.271	362.108	712.320	603.073	559.256	507.585	602.327	567.463	736.025	401.322	550.739	854.036	152.233	496.321	992.281	291.084	503.262	850.487	453.870	511.257	687.775	288.073	504.413	376.458	844.676	539.613	393.201	544.918	514.449	548.456	715.013	529.734	245.440	698.613	526.590
1274.468	344.669	123.994	1407.910	490.023	163.674	1384.217	377.452	144.521	880.179	-160.865	129.743	753.746	-316.743	135.686	861.142	-275.267	127.086	1134.729	-24.502	304.754	1151.585	269.340	290.254	1214.992	74.996	293.273	932.600	-2.911	319.854	1051.156	861.634	177.309	909.095	717.512	158.374	821.058	803.621	155.594	962.885	948.754	175.605	339.592	105.145	165.659	382.786	331.372	106.275	247.090	185.980	148.217	473.547	250.308	126.066	0.000	0.000	0.000	324.749	1245.172	119.834	423.990	1302.228	141.807	-61.247	612.855	131.941	-166.427	563.149	143.082	-177.308	449.370	156.423	92.751	911.044	346.931	109.580	1072.537	339.088	244.089	1095.273	334.497	-53.652	840.048	353.571	-33.243	707.043	358.634	718.771	598.063	558.206	514.110	599.707	565.743	739.919	396.042	549.031	853.537	145.087	492.869	994.484	282.158	502.040	855.490	446.823	510.111	689.740	283.849	501.364	382.726	842.254	539.276	399.756	544.565	512.302	554.892	712.887	528.446	251.743	696.612	524.262
1275.210	343.855	124.325	1404.976	492.522	164.023	1383.862	379.308	145.006	889.817	-168.358	127.908	767.759	-327.646	134.566	874.022	-283.416	125.167	1143.415	-26.581	306.688	1154.342	267.643	289.840	1221.483	74.571	294.170	941.165	-9.415	322.779	1059.377	851.881	178.722	915.941	709.263	158.934	828.638	796.107	156.194	971.774	940.030	177.265	340.168	102.768	164.385	384.863	329.288	107.976	248.129	184.618	149.063	474.756	247.040	126.088	0.000	0.000	0.000	323.272	1244.295	126.362	421.967	1301.926	145.831	-51.878	605.876	131.139	-157.022	555.592	139.576	-166.501	440.462	152.281	97.981	906.367	348.637	113.521	1067.934	340.743	247.813	1091.714	335.726	-47.730	834.166	355.330	-26.325	701.353	360.625	725.732	593.338	557.720	521.179	597.065	566.296	744.689	391.124	549.790	854.926	138.305	494.405	997.750	274.749	504.182	860.820	440.187	510.582	692.914	279.168	502.899	391.386	840.517	539.494	405.788	544.605	515.831	562.689	709.906	528.438	259.270	695.729	526.520
1277.764	344.217	125.741	1403.860	496.365	163.527	1385.580	382.304	145.849	907.289	-177.526	133.582	788.650	-339.522	137.723	894.723	-292.351	131.970	1153.892	-27.688	311.212	1157.568	266.369	293.518	1229.061	74.706	299.260	949.946	-15.495	326.437	1065.863	840.269	175.757	920.656	699.044	158.777	834.318	786.968	156.412	979.076	929.517	174.528	338.724	100.420	162.649	386.617	326.887	107.492	247.622	183.557	148.730	476.243	244.802	125.181	0.000	0.000	0.000	326.512	1242.665	131.598	425.191	1299.321	148.122	-43.870	600.787	129.545	-148.544	551.474	138.750	-156.938	437.441	151.459	105.006	903.336	352.279	120.228	1064.966	344.777	254.472	1088.995	339.903	-40.616	830.916	358.425	-18.840	698.013	363.549	732.560	587.521	560.029	528.216	593.680	569.851	749.161	385.004	552.671	856.113	130.807	497.648	999.958	261.103	502.993	865.023	432.997	514.345	695.880	273.623	506.580	400.101	837.792	542.108	412.807	534.958	519.153	570.320	706.015	531.257	266.577	693.911	531.238
1278.026	346.049	129.091	1399.875	502.423	163.653	1384.989	387.812	148.798	928.532	-187.174	137.868	815.043	-352.906	140.055	920.833	-302.616	139.765	1166.323	-27.294	318.081	1160.700	266.656	298.643	1238.672	77.528	305.311	962.604	-21.435	332.788	1072.679	828.740	169.548	925.802	688.626	157.869	840.289	777.358	155.580	986.590	918.969	168.232	338.421	98.192	160.774	389.256	325.062	110.147	248.285	182.945	149.601	477.625	241.296	125.677	0.000	0.000	0.000	332.197	1241.393	137.489	432.350	1297.314	149.920	-36.176	602.664	131.909	-140.921	553.530	138.763	-149.268	438.929	149.460	113.156	901.341	358.226	129.097	1063.108	352.527	263.456	1086.594	347.954	-32.905	829.511	363.909	-11.688	696.569	367.540	738.491	580.414	564.467	534.280	588.522	574.126	753.232	377.655	557.013	858.505	122.619	503.603	1003.178	253.012	508.380	869.300	425.137	518.823	698.896	266.924	511.628	408.449	833.675	547.015	418.086	532.683	524.583	577.340	700.502	536.977	273.588	690.697	536.616
1280.347	347.708	134.185	1395.240	510.271	161.098	1385.369	394.280	151.521	950.572	-195.121	140.384	843.401	-364.930	141.048	946.794	-310.413	141.789	1180.866	-26.556	328.664	1163.364	268.142	304.731	1248.899	81.368	314.284	976.620	-27.159	339.898	1078.887	817.330	167.322	930.774	678.312	158.764	845.999	767.754	157.955	993.427	908.302	166.592	338.917	95.772	157.423	392.658	323.309	113.762	250.364	182.519	148.262	479.916	237.955	126.751	0.000	0.000	0.000	340.221	1239.975	144.721	441.497	1295.493	152.263	-30.517	606.549	134.148	-135.237	557.945	139.016	-146.734	444.675	149.104	122.720	900.537	364.963	140.544	1062.369	359.847	275.109	1084.493	354.613	-24.385	831.171	371.940	-4.352	697.390	373.903	744.769	572.791	569.242	540.680	582.930	578.866	757.326	370.077	561.971	860.434	113.959	510.050	1006.446	244.757	514.734	873.537	416.695	523.660	702.186	259.412	517.454	417.748	829.663	551.462	423.404	528.865	530.513	584.955	694.428	541.383	281.246	688.357	542.161
1281.851	350.523	137.928	1392.360	516.733	161.701	1385.442	400.610	154.169	971.843	-201.014	145.497	869.925	-373.980	143.558	971.307	-315.826	145.383	1194.322	-24.805	336.415	1167.373	268.439	311.758	1258.995	85.370	322.598	990.473	-32.284	347.062	1086.567	804.943	172.736	937.142	667.633	163.901	852.596	758.318	165.418	1001.996	897.050	172.991	338.980	92.318	154.403	394.714	320.589	118.939	251.430	180.135	148.138	481.435	233.830	127.265	0.000	0.000	0.000	349.904	1238.096	152.738	452.108	1291.910	154.475	-25.242	610.563	137.557	-130.261	564.476	141.298	-143.394	449.502	148.439	133.129	900.208	371.445	153.285	1061.951	366.863	288.125	1082.157	360.950	-14.845	833.521	379.494	3.388	699.048	380.357	750.646	564.734	572.929	547.179	576.982	583.449	761.698	362.011	566.604	862.808	105.334	516.452	1009.901	236.607	521.565	877.876	407.936	528.839	705.649	251.569	523.026	428.359	825.553	555.385	429.393	526.479	534.262	593.169	687.561	545.181	289.303	686.481	548.101
1281.868	353.362	141.180	1386.817	523.504	161.637	1383.562	407.283	156.849	991.505	-205.180	152.487	896.518	-382.838	149.027	995.947	-320.792	150.562	1207.523	-22.115	342.466	1169.979	269.297	317.123	1268.348	89.998	329.167	1004.664	-37.147	353.040	1097.007	792.406	184.224	945.858	656.973	171.883	862.587	748.745	172.784	1014.073	885.029	183.566	340.493	89.857	151.336	399.396	318.053	121.930	254.157	178.968	147.187	484.791	230.018	128.285	0.000	0.000	0.000	359.471	1236.521	159.568	462.642	1288.949	155.729	-18.552	616.292	138.780	-124.818	571.541	143.187	-139.692	455.694	147.419	143.860	899.779	376.967	166.223	1061.538	373.566	301.259	1079.976	367.111	-4.958	835.290	385.104	11.573	700.533	385.001	756.578	556.106	577.346	553.297	570.270	587.732	765.670	353.357	571.253	866.665	96.793	521.619	1013.885	228.570	525.722	881.882	399.107	533.134	709.617	242.804	528.137	438.995	821.099	558.809	434.685	521.874	538.675	601.316	680.027	549.157	297.333	684.275	552.532
1281.137	356.413	143.407	1380.313	530.100	160.517	1380.928	413.983	158.646	1011.084	-211.549	161.297	921.518	-392.672	161.146	1018.583	-327.290	162.171	1219.658	-19.511	346.912	1172.096	269.663	321.228	1276.566	94.067	333.627	1017.356	-41.823	357.908	1108.940	781.058	196.362	956.090	647.898	180.568	874.029	740.848	180.728	1027.248	874.921	195.149	342.387	89.070	149.701	404.830	316.824	123.246	257.414	179.556	146.579	488.824	227.450	128.887	0.000	0.000	0.000	369.635	1233.927	163.957	472.948	1285.961	155.661	-12.160	619.905	141.021	-118.670	576.330	145.572	-134.338	461.492	147.661	154.244	898.400	381.892	178.175	1060.231	380.794	313.467	1077.351	374.422	4.610	835.758	389.491	19.506	700.973	388.035	762.532	547.498	581.973	559.551	563.721	591.468	769.262	344.599	575.526	869.287	87.778	525.543	1016.821	216.557	529.898	886.546	389.472	535.803	712.907	234.623	532.069	448.030	816.194	563.172	439.685	515.711	544.990	608.789	673.239	553.614	304.676	680.827	556.732
1281.628	358.233	144.941	1375.477	535.109	160.791	1379.355	419.196	159.513	1028.165	-218.217	170.957	944.785	-402.182	175.567	1039.465	-333.639	175.622	1229.554	-18.289	351.622	1173.724	268.822	324.611	1283.234	96.824	338.549	1027.865	-46.503	361.254	1119.758	771.989	207.503	965.671	640.622	188.498	884.774	734.591	188.847	1039.290	866.615	206.938	345.366	89.333	148.917	411.014	316.439	124.589	261.619	180.890	145.399	494.792	227.271	124.296	0.000	0.000	0.000	380.069	1230.167	161.647	483.071	1282.461	153.676	-2.702	622.764	144.896	-110.077	577.303	146.648	-126.258	462.506	147.336	163.094	896.345	386.240	187.700	1058.081	385.598	323.079	1074.696	380.063	13.366	834.245	392.585	27.922	699.163	390.598	768.760	539.623	586.278	566.199	557.446	594.788	773.063	336.704	578.871	870.198	78.967	528.183	1019.322	206.150	532.542	890.869	380.372	539.282	715.536	228.517	534.292	457.459	812.244	567.799	445.731	511.507	548.822	616.568	667.587	557.829	312.407	678.222	561.599
1280.177	359.437	146.057	1370.384	538.646	159.153	1376.456	422.795	159.858	1041.873	-224.457	178.962	963.511	-409.902	186.301	1056.131	-339.539	185.905	1238.916	-17.404	354.334	1175.150	267.908	326.744	1289.202	98.950	341.174	1037.782	-51.012	364.845	1130.447	763.026	216.264	974.828	633.861	194.791	895.099	728.688	195.437	1051.065	858.638	216.220	347.842	89.819	148.685	416.042	316.108	122.855	264.917	182.143	145.182	497.361	226.914	128.725	0.000	0.000	0.000	391.828	1224.084	156.913	494.847	1276.851	150.493	9.221	618.847	144.186	-99.170	574.479	144.627	-115.124	459.351	146.491	171.741	893.706	389.723	196.846	1055.433	389.408	332.172	1071.735	384.105	21.781	832.028	395.979	36.017	697.016	393.568	775.904	533.027	589.133	573.615	553.799	598.182	777.848	330.197	581.306	871.877	71.369	531.189	1022.444	197.820	535.274	895.966	372.554	541.780	717.483	222.453	538.001	466.209	808.827	571.558	453.230	506.727	551.615	624.523	663.309	561.084	320.274	675.513	566.526
1278.798	359.383	145.956	1363.817	540.717	159.535	1373.644	424.536	159.165	1052.156	-229.290	182.207	977.574	-416.320	191.158	1069.277	-343.816	188.375	1246.646	-17.432	356.128	1177.057	266.562	327.137	1294.722	100.059	341.415	1046.809	-55.040	368.306	1140.838	753.105	220.873	983.818	625.750	199.086	905.271	721.539	198.665	1062.548	849.739	220.484	350.178	89.660	147.730	421.555	315.226	123.653	268.537	183.239	145.384	502.627	224.826	123.221	0.000	0.000	0.000	402.353	1218.834	155.465	506.414	1269.697	149.005	19.582	613.828	143.519	-88.857	569.952	142.231	-104.981	454.549	145.549	180.135	891.027	390.167	205.685	1052.723	388.328	341.075	1068.557	384.063	29.851	829.797	395.745	43.508	694.981	395.210	783.378	527.896	590.422	581.210	550.120	600.856	783.370	324.996	583.897	875.633	65.175	535.185	1027.068	191.156	536.973	901.555	366.495	543.240	721.901	217.494	542.193	474.748	806.139	572.766	460.166	505.844	556.498	632.451	659.794	562.390	328.210	673.204	569.399
1279.674	356.931	144.971	1362.895	538.971	158.189	1373.763	423.016	155.546	1058.306	-233.599	183.876	985.513	-421.394	192.748	1076.101	-348.155	189.963	1253.417	-20.022	355.615	1181.178	263.541	326.634	1300.139	97.361	339.852	1053.504	-59.100	370.425	1150.141	743.970	221.500	992.175	617.686	201.007	914.382	714.052	199.807	1072.582	841.262	220.724	353.500	88.061	145.825	427.575	313.057	125.355	273.110	182.673	146.157	507.606	221.361	122.462	0.000	0.000	0.000	409.829	1215.107	157.490	513.896	1265.183	150.018	25.663	610.531	146.366	-82.224	565.999	144.845	-99.176	450.909	148.251	188.121	887.541	389.665	213.836	1049.197	386.944	349.331	1064.823	382.071	37.780	826.762	396.290	51.133	691.817	396.369	790.332	523.924	590.969	588.320	547.212	602.543	789.418	320.950	586.886	883.136	61.234	539.051	1033.895	188.318	538.381	907.310	362.874	544.082	729.205	212.756	545.809	483.412	803.703	571.890	466.550	503.607	559.064	640.087	656.107	562.517	336.041	671.776	570.172
1286.728	352.260	142.089	1370.113	533.589	153.828	1379.886	417.711	147.889	1059.483	-237.401	183.338	984.719	-424.427	192.342	1076.032	-352.186	190.107	1257.015	-27.233	354.069	1188.797	257.830	327.472	1305.519	89.922	338.407	1057.074	-63.548	369.651	1156.894	737.427	221.697	998.670	611.396	201.641	921.223	708.006	198.941	1079.655	834.904	219.678	358.704	85.011	143.814	433.066	310.194	127.670	278.578	179.674	146.352	513.036	218.136	123.164	0.000	0.000	0.000	415.659	1211.252	159.088	519.687	1261.455	151.445	27.325	604.265	148.833	-79.148	561.496	151.614	-96.426	448.223	155.871	194.812	883.692	388.666	220.667	1045.171	384.657	356.080	1060.684	378.838	44.546	822.739	396.229	57.902	687.871	397.302	796.910	520.771	591.483	594.787	543.612	603.227	795.925	317.715	588.264	893.385	59.294	541.213	1042.076	187.886	539.122	913.271	360.890	544.599	737.439	208.338	548.330	490.443	800.767	571.701	472.969	500.008	558.543	646.840	652.615	563.094	342.875	669.204	568.837
1292.975	346.216	136.415	1382.864	525.442	147.632	1389.118	409.475	137.809	1055.055	-238.370	179.095	974.769	-422.928	187.546	1068.615	-353.245	184.147	1259.399	-36.304	350.414	1198.300	249.998	329.943	1310.663	79.618	337.849	1058.000	-67.645	365.041	1161.574	734.263	218.358	1003.195	608.305	198.362	925.712	704.891	197.457	1084.277	831.565	217.852	362.583	82.733	142.675	436.899	308.066	129.576	282.550	177.262	147.468	516.990	215.586	123.085	0.000	0.000	0.000	420.916	1206.073	160.115	525.191	1256.206	152.602	31.078	599.305	152.983	-76.103	556.115	155.665	-93.672	443.153	161.430	200.443	880.000	388.517	226.374	1041.341	381.764	361.804	1056.470	374.259	50.180	819.344	398.701	63.383	684.476	401.624	803.033	518.071	591.046	601.092	540.551	602.850	802.566	314.799	587.167	902.583	57.713	542.307	1049.767	186.602	538.979	919.384	359.501	543.842	745.493	204.980	548.869	498.003	798.314	570.226	479.239	497.378	557.982	653.704	649.546	562.311	349.958	667.373	568.313
1303.212	340.640	133.937	1398.002	516.605	141.189	1399.549	400.877	128.410	1046.788	-235.983	167.505	959.062	-417.691	176.295	1055.282	-351.231	170.852	1258.640	-46.300	342.833	1208.402	241.793	331.902	1314.941	68.075	334.614	1057.054	-70.898	356.594	1163.832	728.446	210.797	1004.944	602.968	191.555	927.519	700.018	192.348	1086.708	826.087	211.026	362.356	80.539	141.047	438.149	305.818	133.131	282.995	175.897	147.359	517.785	212.467	124.036	0.000	0.000	0.000	423.822	1203.399	159.527	527.880	1253.578	152.041	35.675	593.117	157.231	-71.351	548.494	161.290	-87.170	435.801	170.355	203.850	875.212	388.752	229.433	1036.810	384.992	364.778	1052.620	378.767	53.669	814.220	397.020	67.338	679.187	397.667	811.255	516.977	589.614	609.602	540.071	601.452	810.822	313.709	584.917	911.799	57.217	543.144	1058.569	189.003	537.064	927.074	359.152	540.884	753.969	203.077	550.517	495.161	792.881	570.152	489.420	492.335	557.247	657.075	651.072	561.659	353.372	656.170	566.515
1317.603	334.521	132.288	1419.558	507.580	140.028	1416.059	391.832	125.739	1036.400	-232.828	147.966	940.057	-409.942	156.189	1039.847	-348.429	150.671	1257.065	-55.085	332.782	1219.202	235.246	330.531	1318.348	57.490	327.781	1054.447	-71.639	345.858	1163.906	717.315	190.654	1003.469	592.987	177.876	927.186	690.254	177.241	1087.740	815.619	191.538	358.981	79.182	139.320	437.551	303.367	135.292	280.622	175.255	145.555	516.154	209.325	126.171	0.000	0.000	0.000	426.267	1201.982	157.641	530.067	1252.779	149.982	39.234	587.474	159.952	-66.885	542.789	165.690	-81.084	428.582	176.374	206.240	871.222	388.156	231.143	1033.030	387.793	366.645	1049.358	384.299	56.160	809.568	392.706	70.449	674.532	390.709	818.232	518.297	587.278	616.025	539.327	599.883	820.117	315.382	583.975	923.378	59.347	542.846	1068.565	189.863	530.280	935.757	361.304	536.056	764.986	203.361	552.255	491.439	786.856	568.994	497.390	487.660	557.605	658.763	651.639	559.918	355.331	644.981	565.976
1335.052	327.678	132.661	1444.705	494.511	144.473	1436.645	379.805	130.142	1026.708	-224.165	132.661	924.565	-398.082	139.243	1026.164	-339.205	135.308	1253.225	-63.175	319.922	1229.040	229.385	327.378	1319.629	46.784	319.024	1050.300	-70.215	331.116	1157.986	704.927	156.856	997.749	580.117	160.130	921.999	676.971	152.478	1082.010	803.086	155.096	356.160	74.643	137.189	436.579	298.439	136.978	278.458	171.214	143.817	514.483	203.825	128.736	0.000	0.000	0.000	433.394	1199.133	159.193	536.964	1249.865	151.341	42.105	589.278	155.637	-65.226	545.462	159.857	-81.493	431.635	170.967	210.062	869.873	388.875	237.048	1031.298	389.652	372.658	1046.040	385.771	59.314	809.762	393.165	71.987	674.730	390.268	823.782	520.513	583.897	621.183	538.682	597.987	830.047	318.526	581.253	936.049	62.045	538.841	1078.761	193.504	521.131	943.675	364.321	530.198	776.414	203.820	550.152	490.786	782.502	566.770	501.407	486.188	564.042	661.236	651.605	557.356	358.105	637.844	566.281
1352.376	320.736	131.068	1469.702	482.072	149.041	1455.740	367.589	132.773	1018.073	-222.128	134.637	905.998	-388.611	144.841	1011.483	-337.275	141.636	1251.332	-69.182	307.225	1239.574	223.988	322.549	1322.407	37.560	309.225	1048.310	-67.673	318.648	1146.885	705.238	156.456	988.576	579.032	152.500	910.444	674.982	154.290	1069.409	801.989	156.960	358.232	57.028	139.344	433.373	282.322	135.680	278.605	152.072	143.844	512.586	188.993	129.889	0.000	0.000	0.000	443.800	1196.125	158.425	547.524	1245.682	150.384	41.832	598.946	149.825	-66.093	556.515	152.541	-85.350	443.523	159.070	214.894	870.971	388.924	244.754	1031.943	390.454	380.606	1044.273	387.110	63.072	813.724	392.872	73.118	678.600	389.707	829.589	522.703	575.961	627.151	537.684	594.673	839.346	320.925	574.471	949.365	66.665	532.708	1088.338	204.567	516.103	951.004	369.001	521.705	787.343	205.534	545.681	491.428	779.407	561.584	511.315	476.400	558.264	664.067	651.600	549.015	361.840	631.954	569.796
1367.055	314.135	127.679	1489.705	471.722	147.949	1471.443	357.470	129.003	1016.435	-220.175	133.718	903.020	-385.211	147.038	1009.011	-335.069	141.853	1254.029	-73.155	302.177	1251.609	219.626	314.833	1328.486	31.300	303.878	1050.790	-65.749	312.232	1135.099	713.585	156.470	978.257	582.174	143.830	900.195	674.591	140.776	1053.990	807.833	154.377	367.958	31.331	144.402	434.236	259.152	129.440	284.232	123.038	140.319	516.851	169.776	131.744	0.000	0.000	0.000	459.003	1197.807	157.349	564.570	1243.013	149.042	42.075	614.447	139.345	-67.844	576.356	140.524	-91.122	463.344	146.361	219.739	873.690	389.207	254.313	1033.309	398.589	390.322	1042.060	398.083	66.863	820.316	387.926	73.032	685.354	378.458	830.550	525.510	565.786	628.130	534.041	588.468	846.163	323.113	567.853	970.097	76.070	526.305	1100.735	220.406	504.480	954.647	377.811	511.668	800.623	206.045	540.841	483.617	769.629	558.587	513.007	469.277	552.797	660.475	647.976	542.388	359.103	618.210	566.078
1380.135	312.156	125.755	1506.041	467.155	146.495	1485.454	353.397	127.072	1018.131	-217.936	131.157	902.036	-380.617	150.058	1008.871	-332.226	141.945	1258.337	-74.489	300.149	1262.305	218.014	314.561	1334.538	27.982	303.345	1054.302	-62.531	307.085	1125.291	716.880	163.260	975.712	580.069	145.405	893.155	670.447	138.247	1041.576	808.747	156.903	381.672	6.361	149.458	440.239	235.374	125.260	294.887	94.741	139.306	526.573	148.196	135.749	0.000	0.000	0.000	479.898	1197.769	155.277	588.073	1240.639	149.364	39.944	627.420	137.243	-70.775	591.929	140.593	-97.484	479.592	147.991	226.120	877.657	385.060	266.231	1035.694	401.876	402.602	1039.126	402.733	71.119	830.776	380.063	72.528	695.903	365.848	826.419	525.657	558.303	623.495	527.359	579.442	849.246	323.878	560.290	984.049	82.999	523.260	1109.276	232.231	496.546	955.878	383.591	502.831	809.760	205.963	534.990	477.473	760.443	553.042	510.701	460.317	544.064	655.655	641.100	535.160	354.605	607.185	560.032
1395.965	313.252	128.404	1524.240	467.121	150.161	1502.092	353.132	132.262	1023.541	-214.562	126.311	904.379	-374.099	153.164	1010.586	-328.434	139.469	1263.409	-73.734	298.562	1270.226	218.195	320.884	1340.490	27.730	307.415	1059.053	-59.168	296.820	1118.418	717.485	168.201	971.952	578.936	141.522	888.560	666.437	133.872	1033.454	807.705	159.490	388.922	-11.318	153.174	441.506	218.424	123.257	299.969	74.502	141.020	530.179	133.733	135.364	0.000	0.000	0.000	510.010	1192.703	161.395	619.548	1229.479	158.591	37.218	635.332	132.973	-73.975	603.518	137.282	-103.516	492.333	149.018	235.728	881.382	373.107	283.381	1037.076	391.747	419.746	1033.811	394.754	78.738	841.733	365.701	73.794	707.596	350.538	822.369	522.891	553.315	619.013	521.671	573.441	849.201	321.653	555.532	989.541	83.670	517.972	1112.082	235.461	492.583	955.279	383.645	498.824	813.160	202.655	529.256	472.948	753.391	541.319	506.946	453.302	539.001	651.912	634.247	525.733	350.956	600.015	552.478
1407.827	311.519	130.936	1538.562	463.545	157.144	1520.143	347.807	147.552	1028.143	-209.452	124.549	909.717	-369.159	153.262	1015.619	-323.360	137.854	1268.850	-71.790	297.717	1277.312	219.984	321.603	1346.292	29.087	308.548	1065.116	-55.601	292.812	1113.554	716.092	168.232	969.084	574.652	138.378	884.289	662.170	130.869	1027.000	804.818	160.563	389.994	-21.915	151.826	440.043	208.753	125.738	300.104	63.433	144.642	529.773	124.604	132.926	0.000	0.000	0.000	543.033	1181.718	158.293	654.417	1213.670	162.112	45.398	637.846	128.169	-67.269	612.831	136.693	-102.655	503.769	152.874	246.749	883.618	354.578	299.716	1037.490	373.015	435.385	1028.850	383.345	88.959	850.898	338.737	79.027	715.632	325.760	818.051	519.489	550.106	615.230	509.548	563.947	848.749	318.951	552.178	1002.631	88.982	514.486	1116.362	246.576	487.872	952.171	386.230	494.955	819.272	198.600	526.020	469.220	746.394	532.625	503.210	446.288	531.324	648.003	627.425	519.564	346.856	592.744	542.477
1418.693	308.324	132.987	1549.542	459.986	155.950	1530.150	344.192	145.686	1031.860	-208.843	123.702	911.112	-366.765	153.034	1017.546	-322.623	136.968	1272.751	-73.856	299.788	1284.340	217.623	324.720	1351.307	25.995	312.320	1068.844	-55.461	292.143	1111.042	712.734	168.849	968.341	570.317	135.942	882.278	656.760	131.017	1023.534	800.834	162.622	392.260	-33.245	151.080	440.562	197.820	124.083	301.766	51.765	146.045	530.856	113.873	129.264	0.000	0.000	0.000	578.385	1168.900	146.315	690.907	1196.435	158.600	50.281	642.232	120.611	-63.843	623.901	130.685	-103.760	517.454	152.982	260.071	886.572	342.139	318.310	1038.534	359.751	453.523	1024.566	371.220	100.679	859.649	324.995	85.715	725.135	312.649	816.776	518.118	546.082	613.962	505.971	559.381	850.857	317.921	549.719	1011.918	92.327	513.493	1120.786	252.918	485.188	952.588	387.590	491.215	824.837	197.314	523.550	468.940	741.333	524.486	502.009	441.657	524.808	647.604	621.899	514.743	346.355	588.985	531.963
1425.239	300.590	129.888	1561.246	449.385	152.512	1537.756	335.705	139.310	1033.746	-209.893	124.557	908.811	-365.725	152.309	1015.765	-324.197	137.706	1274.225	-80.123	303.861	1291.019	211.120	329.264	1354.933	18.349	317.339	1071.144	-57.567	292.909	1109.481	712.988	169.777	969.489	568.815	134.943	881.969	653.978	129.894	1020.844	799.516	162.997	404.338	-44.950	155.279	448.485	186.283	121.624	312.255	37.985	144.286	540.471	104.442	132.694	0.000	0.000	0.000	604.843	1155.353	145.499	718.419	1176.164	155.451	48.875	654.000	116.479	-64.336	635.619	119.992	-108.339	532.580	149.679	276.117	892.185	331.818	343.108	1041.296	342.723	477.618	1020.236	353.604	115.397	873.427	318.754	92.876	739.042	311.315	818.288	517.176	542.013	615.729	502.897	554.963	854.400	316.986	546.685	1017.491	92.890	514.012	1125.099	254.301	485.944	954.519	388.048	490.786	828.464	196.139	521.818	474.807	740.304	518.573	502.722	439.778	521.764	651.276	617.573	508.609	349.907	589.671	528.282
