NO_OF_FRAMES	1066
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:40:07	1350375.27588781
DATA_INCLUDED	3D
MARKER_NAMES	L5	L2	L3	L4	L1	E3	E1	E2	C4	C3	C2	C1	A3	A1	A2	B3	B1	B2	D2	D1	D4	D3	F1	F3	F2	H2	H1	H3	H4	K1	K4	K2	K3	J3	J2	J1	G2	G1	G3	G4
L5 X	L5 Y	L5 Z	L2 X	L2 Y	L2 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L1 X	L1 Y	L1 Z	E3 X	E3 Y	E3 Z	E1 X	E1 Y	E1 Z	E2 X	E2 Y	E2 Z	C4 X	C4 Y	C4 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	C1 X	C1 Y	C1 Z	A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B3 X	B3 Y	B3 Z	B1 X	B1 Y	B1 Z	B2 X	B2 Y	B2 Z	D2 X	D2 Y	D2 Z	D1 X	D1 Y	D1 Z	D4 X	D4 Y	D4 Z	D3 X	D3 Y	D3 Z	F1 X	F1 Y	F1 Z	F3 X	F3 Y	F3 Z	F2 X	F2 Y	F2 Z	H2 X	H2 Y	H2 Z	H1 X	H1 Y	H1 Z	H3 X	H3 Y	H3 Z	H4 X	H4 Y	H4 Z	K1 X	K1 Y	K1 Z	K4 X	K4 Y	K4 Z	K2 X	K2 Y	K2 Z	K3 X	K3 Y	K3 Z	J3 X	J3 Y	J3 Z	J2 X	J2 Y	J2 Z	J1 X	J1 Y	J1 Z	G2 X	G2 Y	G2 Z	G1 X	G1 Y	G1 Z	G3 X	G3 Y	G3 Z	G4 X	G4 Y	G4 Z	
-548.625	-432.579	331.621	-795.084	-127.861	355.863	-661.712	-223.625	348.198	-675.684	-383.866	337.139	-748.339	-0.373	366.193	-749.654	82.364	135.411	-849.521	259.760	134.563	-849.163	143.725	130.819	-28.125	282.088	145.927	-148.850	253.384	135.404	-195.515	450.683	144.913	-75.299	479.155	154.585	466.692	540.105	179.661	426.418	735.847	193.868	503.447	648.586	186.906	689.496	-258.858	143.475	639.158	-64.185	148.651	718.561	-147.717	150.545	9.421	-360.218	190.279	127.880	-326.038	204.791	178.035	-518.578	246.995	58.534	-551.755	232.458	-472.303	-482.753	113.901	-387.520	-664.887	132.723	-481.212	-598.324	113.722	100.187	193.799	536.867	305.268	261.993	536.779	192.375	-19.409	549.552	381.487	82.671	549.274	-258.400	64.107	546.744	-191.720	-158.322	535.786	-459.540	-13.753	545.268	-402.594	-202.049	536.994	-182.960	-32.427	583.648	-83.636	145.146	587.158	103.935	65.814	586.533	641.327	309.935	372.011	447.898	374.399	382.454	672.272	187.012	354.461	533.136	38.709	335.407
-535.083	-435.623	341.720	-786.171	-134.541	362.220	-651.411	-228.292	356.424	-662.884	-388.809	345.369	-741.371	-6.247	372.470	-740.343	73.904	136.945	-841.859	249.277	131.004	-840.475	133.967	128.486	-26.112	286.627	147.862	-146.226	257.086	139.203	-194.577	454.545	143.250	-74.160	483.690	151.145	484.833	541.655	195.205	452.662	738.583	215.693	526.675	648.685	205.613	681.146	-264.339	142.573	638.961	-68.067	152.084	715.760	-153.747	155.279	14.968	-354.303	198.563	133.027	-318.998	212.930	184.537	-510.910	256.782	65.893	-544.459	242.190	-463.503	-484.148	122.167	-375.010	-664.998	134.454	-470.779	-599.913	122.714	107.330	196.746	547.617	312.587	264.378	546.482	199.428	-16.866	554.129	388.805	84.843	553.893	-252.643	63.982	559.655	-182.182	-155.865	541.521	-451.782	-18.113	559.150	-391.658	-204.580	543.515	-175.232	-30.927	592.925	-76.073	146.893	598.782	112.087	68.202	595.335	653.360	301.804	380.066	462.716	372.978	391.726	679.579	177.920	360.746	534.124	36.413	339.425
-522.843	-438.021	355.760	-777.546	-139.730	372.227	-642.090	-231.782	368.308	-651.158	-392.646	359.404	-733.752	-10.711	379.032	-732.288	65.406	138.690	-834.950	239.796	127.111	-832.946	123.993	126.869	-23.783	291.129	149.549	-143.546	260.856	143.436	-192.838	458.210	142.538	-72.470	488.098	148.359	509.117	544.392	215.617	485.029	742.673	242.075	555.203	649.043	229.419	670.802	-266.979	141.149	632.247	-70.582	152.903	712.523	-155.846	159.644	20.107	-348.292	203.528	138.190	-312.793	216.561	190.266	-504.282	260.788	70.992	-538.459	247.471	-456.168	-486.002	128.896	-364.886	-665.695	135.085	-461.874	-601.885	129.561	114.744	199.247	558.451	319.066	267.795	557.935	206.890	-14.752	558.249	395.514	86.555	558.929	-245.558	64.312	571.786	-173.187	-154.218	545.176	-443.433	-20.359	571.875	-381.761	-205.580	549.164	-166.477	-30.410	600.883	-68.116	147.470	610.259	120.356	69.675	601.473	666.223	292.980	390.784	478.657	371.765	404.947	687.528	169.095	367.364	537.022	33.396	342.738
-513.706	-438.841	368.664	-769.247	-141.774	379.104	-633.043	-234.778	377.423	-641.707	-394.404	371.588	-725.963	-12.460	383.589	-726.408	57.686	143.864	-829.927	230.931	127.887	-827.606	115.411	132.408	-20.784	294.173	150.168	-139.813	263.211	145.671	-191.181	459.983	142.229	-70.638	490.447	145.074	533.558	548.619	237.086	517.882	746.711	271.692	584.350	650.537	256.300	657.990	-268.724	139.230	630.740	-70.109	155.052	701.451	-162.143	155.756	25.740	-340.659	205.771	143.806	-305.142	215.815	197.748	-497.495	254.472	78.136	-531.764	244.150	-449.768	-487.350	132.417	-357.984	-666.994	134.210	-455.363	-603.262	131.924	122.204	202.409	568.275	326.495	270.136	569.374	213.543	-11.917	561.664	402.771	87.876	564.868	-237.713	65.420	580.030	-165.112	-152.484	549.638	-435.289	-19.928	580.805	-373.363	-204.323	555.621	-158.082	-30.068	607.024	-60.629	148.163	619.359	128.147	71.934	606.891	678.767	284.580	401.988	494.233	370.556	419.563	694.986	160.572	373.752	539.934	33.396	344.687
-502.455	-439.538	370.239	-761.175	-145.444	386.008	-624.128	-236.644	381.286	-630.939	-396.569	374.684	-719.393	-15.868	391.111	-722.136	53.588	145.939	-827.180	225.030	127.363	-823.691	110.086	133.542	-17.440	295.835	151.404	-136.003	263.321	147.657	-189.988	459.257	140.777	-68.351	490.507	142.429	552.900	550.534	257.743	547.358	747.691	303.378	610.262	649.447	282.850	646.047	-270.012	136.332	627.561	-70.763	156.800	694.469	-165.366	154.988	35.897	-334.413	203.095	153.742	-297.427	212.582	210.870	-490.129	245.424	91.763	-525.805	235.329	-439.649	-484.975	133.876	-346.474	-663.761	133.395	-444.329	-600.830	132.573	127.765	206.734	575.886	331.978	275.048	578.066	219.178	-5.695	562.333	407.526	95.269	568.216	-230.887	64.437	586.368	-156.004	-151.494	551.412	-427.596	-23.235	587.002	-363.328	-206.525	556.522	-149.944	-30.018	611.140	-54.984	149.201	626.193	134.356	75.341	609.383	690.008	276.808	411.350	510.501	368.786	431.277	701.380	152.707	381.246	537.816	31.108	345.840
-490.416	-440.064	364.291	-753.230	-149.040	385.664	-614.986	-238.556	379.777	-619.939	-398.337	369.582	-713.085	-19.105	393.629	-714.951	54.650	148.422	-823.203	224.743	131.727	-817.425	109.621	135.938	-13.771	297.935	152.179	-130.772	263.367	148.049	-188.553	458.194	138.557	-69.250	493.227	141.322	576.776	552.908	278.686	575.922	744.186	332.445	631.927	646.911	307.639	636.424	-270.545	134.964	624.804	-71.393	158.669	688.118	-167.882	155.735	50.877	-327.167	200.953	167.700	-288.424	214.533	227.880	-480.969	243.343	109.545	-518.623	229.191	-426.271	-482.749	133.172	-330.066	-659.990	133.682	-428.971	-598.569	132.098	132.504	209.688	583.285	336.979	278.657	586.304	224.911	-2.227	564.607	413.337	99.605	572.909	-225.484	64.175	590.355	-147.980	-151.120	551.247	-421.701	-24.874	589.022	-355.290	-207.788	556.464	-143.100	-30.681	613.304	-50.511	149.007	634.984	140.471	78.371	615.120	699.598	268.141	417.527	526.848	366.943	440.658	705.164	144.520	384.863	542.367	31.535	350.457
-480.294	-440.041	353.684	-745.002	-151.457	380.278	-606.264	-238.218	372.787	-609.504	-399.058	358.638	-705.945	-21.386	391.805	-707.794	60.797	152.128	-816.942	230.957	143.015	-810.656	115.584	141.936	-9.541	300.613	152.966	-125.939	264.229	149.565	-186.644	458.007	137.758	-70.040	495.838	140.314	592.016	552.826	295.018	596.432	742.396	355.597	650.080	644.659	327.270	626.952	-270.171	133.152	620.673	-70.339	159.880	682.109	-169.462	155.681	65.701	-322.505	204.613	181.516	-282.128	218.806	244.469	-473.642	249.324	126.935	-513.011	234.349	-412.227	-480.346	130.738	-314.514	-656.797	134.820	-413.921	-596.249	130.643	137.121	211.987	590.561	341.768	281.053	595.762	229.948	0.701	566.419	418.451	102.284	577.513	-220.058	62.662	591.023	-140.372	-151.724	550.017	-415.271	-27.919	587.079	-347.910	-209.632	553.761	-137.175	-32.229	613.392	-46.581	148.338	638.869	145.336	80.523	618.691	706.771	262.968	423.608	536.777	366.219	448.338	709.503	139.848	389.916	539.818	30.747	353.421
-469.280	-437.813	336.277	-737.510	-153.410	375.193	-598.128	-238.662	364.087	-600.117	-398.651	343.341	-699.478	-23.519	391.618	-702.760	68.915	156.146	-812.960	238.628	156.060	-806.181	123.589	148.559	-5.083	303.029	154.305	-121.090	264.669	150.561	-185.152	457.366	137.644	-66.446	497.081	140.543	602.346	551.748	304.444	605.111	742.286	367.966	661.177	642.106	338.777	624.162	-268.653	129.115	620.479	-69.527	160.186	681.963	-168.582	151.743	80.781	-321.665	211.614	196.683	-278.871	224.157	262.059	-468.220	261.080	145.467	-509.854	248.166	-401.494	-477.305	129.950	-303.203	-653.015	138.954	-402.761	-593.013	133.918	141.653	214.474	596.663	346.133	282.556	604.847	233.625	3.101	568.919	422.646	103.469	582.704	-216.385	60.686	589.511	-131.876	-152.224	548.134	-409.534	-33.407	581.749	-339.160	-213.427	548.594	-131.965	-32.916	612.908	-43.992	148.354	640.473	149.072	83.068	622.123	712.514	262.064	429.367	542.763	367.063	452.224	714.638	138.969	396.746	543.765	30.778	363.247
-466.873	-435.586	327.771	-731.803	-148.484	369.558	-593.373	-235.267	357.799	-597.281	-394.931	335.385	-692.542	-18.960	388.417	-698.697	76.936	163.772	-808.368	246.868	172.773	-802.272	131.790	163.173	0.227	306.534	155.375	-115.562	265.689	151.022	-182.051	457.033	136.339	-62.783	498.127	140.327	599.480	550.004	301.227	0.000	0.000	0.000	660.457	641.979	335.797	633.845	-266.470	122.265	628.894	-68.189	158.328	690.896	-166.398	141.901	98.210	-319.210	215.411	211.725	-274.172	232.650	279.716	-461.061	274.550	165.126	-505.042	256.237	-397.549	-476.120	126.859	-301.164	-652.818	140.045	-400.122	-592.177	132.033	147.748	216.060	600.684	353.323	279.980	611.569	236.004	3.910	570.752	426.342	101.086	586.089	-213.293	59.866	585.459	-127.908	-152.333	549.734	-405.377	-36.450	574.612	-331.846	-216.170	545.225	-128.109	-32.616	611.771	-41.757	149.240	640.024	152.138	85.267	625.114	717.189	265.914	434.269	541.358	369.872	453.650	720.652	141.363	404.653	551.763	29.938	373.607
-471.581	-433.059	325.382	-728.025	-136.975	368.537	-591.712	-228.781	355.566	-600.215	-388.474	333.226	-684.439	-9.888	386.082	-691.894	87.020	168.342	-796.430	260.138	182.651	-793.742	144.948	172.134	5.320	309.274	156.907	-109.678	266.300	149.654	-178.553	456.795	134.414	-63.557	498.956	141.138	593.917	547.262	285.884	592.155	742.215	334.622	0.000	0.000	0.000	648.765	-262.965	115.044	638.474	-66.168	157.341	702.576	-161.471	134.624	113.753	-315.549	214.806	226.192	-267.981	235.686	295.967	-454.398	278.872	182.841	-500.370	256.894	-400.632	-475.014	122.880	-310.255	-654.736	137.972	-406.812	-590.862	126.389	152.879	218.009	599.738	359.300	278.893	612.919	238.525	3.685	575.879	430.209	96.580	594.940	-209.267	60.387	579.864	-122.296	-152.889	552.317	-401.200	-36.410	567.613	-326.905	-217.000	545.590	-124.336	-32.130	610.687	-39.613	150.914	636.461	155.055	87.896	625.857	720.472	272.596	435.632	542.894	372.137	450.285	726.919	146.703	410.787	562.525	30.238	385.410
-476.783	-429.081	324.760	-724.973	-127.478	368.084	-591.099	-221.843	355.254	-603.503	-381.343	332.025	-678.539	-0.926	386.476	-678.571	98.921	163.726	-778.548	274.761	176.734	-778.137	160.079	162.418	8.098	310.853	158.003	-105.544	266.694	148.412	-177.249	455.932	132.591	-62.374	499.998	141.805	583.350	543.015	261.857	572.701	741.744	295.201	0.000	0.000	0.000	672.848	-260.237	114.690	653.107	-64.366	157.905	721.340	-156.510	133.874	123.942	-312.190	206.871	235.552	-263.800	227.678	308.451	-449.673	268.473	195.800	-496.669	246.544	-403.029	-473.230	119.785	-317.213	-654.837	136.997	-411.930	-588.838	122.767	158.137	217.578	599.236	365.115	276.559	611.844	242.552	1.203	579.576	434.722	93.944	594.241	-203.423	61.013	576.766	-119.582	-154.508	554.730	-397.324	-32.673	565.522	-325.586	-215.038	547.431	-124.518	-33.054	609.780	-36.550	151.429	632.808	158.192	88.101	627.160	720.437	283.281	432.376	538.965	375.620	441.246	733.630	158.044	413.791	573.282	32.084	393.645
-478.067	-424.527	331.151	-721.878	-117.605	363.570	-589.045	-215.583	354.725	-604.635	-374.499	335.849	-673.333	8.412	380.268	-666.047	106.358	155.475	-759.837	285.026	163.065	-763.561	169.222	148.999	7.387	313.241	159.542	-105.638	268.457	148.377	-178.588	457.289	130.176	-64.020	502.024	140.344	570.616	536.065	232.207	550.772	736.060	248.790	618.860	639.620	243.086	709.700	-258.643	123.760	678.302	-64.246	164.701	750.789	-152.622	147.116	125.821	-303.363	192.807	236.719	-255.104	215.253	312.277	-441.783	246.400	199.761	-488.902	222.550	-403.448	-471.840	119.437	-320.131	-654.703	136.168	-413.891	-587.221	121.390	163.276	213.742	597.016	369.897	275.268	606.608	249.412	-1.909	577.889	440.772	93.131	589.361	-194.015	63.401	576.641	-121.431	-157.348	556.293	-392.431	-20.790	566.130	-330.222	-206.976	549.913	-118.511	-35.442	611.629	-30.245	148.738	632.563	163.735	83.969	627.960	718.145	296.334	422.674	531.795	379.317	424.909	737.719	170.507	412.653	585.695	36.312	398.378
-476.523	-422.378	334.675	-718.262	-113.025	361.108	-586.536	-211.813	355.285	-602.722	-371.295	336.954	-668.843	12.516	377.221	-657.179	102.819	144.663	-750.164	283.221	143.190	-755.228	166.802	135.669	10.240	318.462	159.329	-105.759	275.836	150.686	-174.869	465.825	130.813	-59.231	508.600	139.787	557.688	525.916	198.787	519.134	724.088	196.938	591.544	635.188	201.431	747.939	-258.391	142.886	701.465	-64.627	174.690	781.540	-148.826	163.423	116.591	-294.174	171.363	228.509	-248.346	192.688	302.414	-437.336	212.371	188.400	-482.478	190.178	-401.702	-469.647	121.063	-320.992	-653.916	135.611	-413.818	-584.927	122.228	170.895	209.072	591.583	378.220	270.797	596.833	256.241	-6.580	572.623	448.445	88.415	580.537	-186.924	64.485	576.831	-119.176	-157.503	555.520	-386.526	-15.995	568.668	-328.756	-202.869	550.575	-112.309	-34.714	611.701	-21.091	147.731	630.378	171.275	79.712	622.714	715.199	310.709	407.738	523.985	381.175	404.499	743.130	186.146	405.410	599.839	41.184	395.853
-470.965	-422.305	347.616	-714.083	-115.549	364.533	-581.550	-212.888	360.357	-596.951	-372.724	349.717	-665.770	11.654	373.865	-656.446	93.315	133.024	-754.171	270.345	126.325	-755.352	155.161	120.300	18.026	328.234	158.536	-100.637	288.764	149.500	-163.949	481.603	133.351	-46.517	520.298	142.634	536.844	513.355	161.094	487.467	707.522	146.161	568.808	623.186	153.093	780.156	-263.125	171.557	724.276	-70.000	185.007	807.571	-149.864	178.558	97.083	-284.936	149.531	213.236	-242.452	162.913	0.000	0.000	0.000	164.380	-475.391	154.742	-398.848	-471.985	124.479	-315.439	-655.366	135.215	-409.497	-587.434	125.278	178.090	204.070	580.486	385.498	266.832	583.473	265.596	-10.747	562.352	456.936	86.242	569.097	-176.242	66.551	574.049	-117.531	-156.736	548.993	-378.893	-5.766	570.040	-328.606	-194.141	548.424	-103.974	-33.890	606.689	-9.341	145.899	623.170	180.751	73.623	613.321	712.821	323.943	387.666	517.171	381.073	379.964	748.862	201.272	393.204	615.543	46.501	396.544
-462.195	-424.714	355.877	-710.881	-121.430	361.816	-577.487	-215.688	361.959	-589.394	-377.150	355.954	-664.895	6.482	367.873	-661.579	84.165	139.042	-759.728	260.485	133.167	-760.596	144.325	129.497	24.195	340.287	154.911	-96.717	306.922	147.815	-152.633	502.209	138.577	-34.353	535.250	144.398	527.226	508.116	149.334	0.000	0.000	0.000	0.000	0.000	0.000	811.336	-266.135	205.492	745.242	-76.124	198.398	832.353	-152.209	200.668	79.118	-275.227	125.922	196.300	-237.386	140.379	0.000	0.000	0.000	137.604	-467.592	125.169	-394.338	-476.886	127.810	-307.194	-658.487	135.259	-403.063	-592.510	128.160	187.143	200.836	563.548	392.468	261.971	565.214	272.129	-14.969	546.825	464.721	80.167	550.891	-168.202	71.014	566.672	-114.799	-153.377	540.812	-372.238	3.048	567.954	-326.326	-185.964	545.573	-97.461	-30.687	596.316	1.351	147.589	609.144	189.132	70.603	598.401	712.669	330.756	363.315	516.683	377.649	350.989	754.395	210.641	377.539	629.145	50.348	386.913
-449.045	-426.582	360.095	-707.669	-132.145	365.327	-570.878	-222.836	363.440	-577.413	-383.446	362.952	-666.118	-2.671	366.683	-671.250	70.967	137.373	-774.657	245.759	131.721	-772.115	129.171	129.219	26.121	356.077	151.702	-93.780	325.854	143.970	-143.362	522.914	142.964	-21.138	553.694	149.566	525.423	504.400	143.811	461.352	695.916	150.336	547.895	617.228	150.461	840.685	-267.473	242.634	768.173	-82.602	206.758	858.180	-154.080	227.581	68.373	-271.312	118.885	187.490	-237.800	132.997	237.092	-436.120	147.595	0.000	0.000	0.000	-385.522	-482.566	129.915	-291.201	-660.630	139.026	-389.450	-598.525	134.161	199.839	196.988	547.217	410.957	250.592	544.465	275.401	-21.858	525.277	471.510	64.272	525.571	-161.932	75.582	559.724	-111.926	-148.663	527.439	-366.771	9.623	566.026	-323.910	-179.836	538.450	-91.305	-25.320	585.083	11.643	151.223	592.679	197.178	67.966	578.622	717.418	331.139	342.859	515.764	370.977	325.545	760.731	213.080	359.470	642.413	48.408	370.630
-433.093	-426.371	363.126	-704.085	-142.835	359.490	-564.009	-226.671	360.947	-563.188	-388.851	364.548	-668.227	-11.379	357.582	-677.156	59.579	132.633	-790.045	228.840	131.966	-781.487	112.476	126.706	25.488	367.822	145.786	-93.103	340.521	141.324	-139.461	538.434	149.848	-17.109	566.225	150.988	526.772	499.677	137.422	459.606	688.147	157.103	547.703	612.154	148.972	860.082	-270.279	250.326	786.674	-87.857	204.456	876.441	-156.602	235.460	61.097	-268.046	111.546	179.410	-235.737	129.856	227.906	-433.104	148.693	109.673	-463.506	133.356	-370.783	-484.931	132.182	-269.977	-659.150	142.517	-370.392	-600.528	139.596	211.891	195.036	531.564	423.943	235.654	526.379	274.697	-27.624	506.028	475.214	47.776	504.375	-156.551	84.385	547.529	-111.665	-141.214	516.756	-362.657	23.227	558.588	-324.330	-167.524	531.996	-87.803	-18.465	571.508	20.929	154.144	580.083	202.811	66.478	561.098	719.652	326.360	325.462	521.323	362.141	303.545	768.494	209.087	345.296	650.108	42.856	357.812
-418.536	-424.274	364.305	-697.328	-148.399	344.524	-554.710	-228.501	351.753	-550.255	-389.545	362.069	-665.080	-16.171	337.886	-675.192	53.339	130.805	-794.145	216.940	138.138	-782.071	101.837	131.510	29.957	376.875	140.630	-90.159	352.574	141.049	-131.707	550.846	154.155	-9.585	575.474	150.861	529.426	495.612	131.855	455.886	678.912	164.350	545.614	606.264	151.360	0.000	0.000	0.000	796.659	-95.040	182.888	0.000	0.000	0.000	55.159	-266.894	105.070	174.060	-236.145	125.975	217.539	-432.843	158.512	100.363	-461.510	136.894	-349.687	-486.486	128.819	-244.144	-658.325	143.396	-346.003	-602.174	136.987	222.002	193.415	518.966	433.726	224.576	511.685	273.140	-32.027	492.388	477.282	33.216	488.476	-153.125	94.074	536.860	-112.930	-132.691	508.400	-360.154	36.959	549.607	-326.143	-154.390	524.781	-85.930	-10.377	561.260	28.268	159.728	568.643	206.949	66.963	546.499	723.225	321.785	310.974	523.910	353.498	284.812	773.399	205.524	333.512	657.651	37.327	347.745
-401.598	-422.247	354.112	-689.611	-155.636	326.765	-544.511	-230.841	338.025	-534.393	-392.137	347.376	-661.230	-22.876	321.249	-672.094	49.505	127.288	-792.905	211.231	141.405	-779.928	95.920	129.833	40.191	384.254	139.725	-80.485	362.705	138.955	-117.395	561.884	154.684	4.827	583.908	154.010	529.601	490.627	128.203	461.423	674.266	166.034	550.097	600.888	149.001	875.119	-279.875	180.079	792.380	-98.618	155.138	886.816	-167.617	171.316	47.743	-266.576	103.990	167.370	-237.865	118.941	207.033	-434.263	159.573	87.710	-460.903	144.398	-322.056	-482.756	123.769	-210.614	-650.104	143.929	-314.051	-598.008	132.608	232.728	190.179	513.125	447.312	209.275	502.312	271.409	-36.859	481.565	478.575	17.449	474.215	-150.602	99.847	531.749	-112.333	-126.794	500.835	-357.974	44.145	543.968	-325.646	-147.204	516.969	-84.266	-5.023	555.056	33.754	162.007	561.600	210.548	65.248	540.104	728.031	315.474	298.409	527.370	347.306	276.634	777.059	197.416	318.376	660.661	29.999	334.276
-381.428	-421.338	338.721	-679.826	-165.635	316.228	-531.863	-235.190	327.223	-514.968	-396.534	331.486	-656.577	-31.409	315.435	-668.241	46.192	123.865	-796.709	200.018	139.721	-777.961	87.777	127.023	50.088	391.429	141.438	-71.060	373.028	138.981	-103.126	573.319	155.163	19.930	592.238	155.087	532.397	489.943	125.384	465.915	672.023	166.905	553.381	597.915	146.790	870.520	-286.868	145.913	792.264	-101.572	130.196	884.966	-173.969	137.317	41.208	-261.440	102.947	160.916	-234.740	114.215	197.676	-430.720	160.958	78.228	-454.957	147.526	-294.022	-475.484	116.934	-175.311	-637.125	143.879	-280.006	-589.779	128.288	243.217	183.225	511.470	458.951	194.286	495.519	272.288	-44.070	472.393	481.496	3.644	460.347	-147.533	100.929	532.831	-108.526	-124.046	495.004	-354.545	44.191	545.254	-321.299	-146.053	511.646	-80.330	-4.321	553.118	41.781	159.317	563.600	215.882	58.662	537.059	731.955	307.768	289.855	531.076	342.466	272.247	780.594	190.050	306.848	664.154	23.003	320.382
-359.748	-420.391	328.313	-669.098	-177.958	315.496	-518.578	-240.030	323.372	-494.754	-400.656	321.960	-652.922	-41.725	320.232	-665.940	42.419	119.918	-802.655	191.079	138.930	-777.660	78.535	121.240	57.665	396.949	142.469	-62.784	381.389	142.773	-89.322	582.409	160.438	33.520	598.227	157.704	533.353	486.992	123.137	464.811	669.302	168.466	552.763	596.528	147.740	871.320	-289.816	144.185	792.495	-105.333	127.928	884.389	-177.689	133.162	34.477	-256.237	101.360	155.341	-231.382	116.699	186.725	-427.814	162.138	67.366	-450.247	146.507	-271.711	-467.161	117.173	-147.072	-623.461	147.248	-254.589	-580.450	131.925	253.043	177.226	510.108	468.320	183.014	491.174	275.810	-50.682	468.012	485.279	-8.275	453.643	-144.039	103.088	537.496	-102.461	-120.696	493.626	-349.375	43.207	550.047	-314.303	-145.961	511.399	-75.117	-1.216	553.819	51.971	158.016	563.766	222.550	52.642	534.312	735.614	304.430	283.216	534.032	337.845	270.530	784.607	186.954	297.091	670.312	19.081	312.745
-345.810	-417.642	333.268	-661.208	-182.608	318.454	-508.965	-241.451	328.020	-481.547	-401.191	326.408	-648.831	-46.524	323.360	-664.091	37.127	119.388	-804.580	182.023	136.632	-776.438	71.238	119.153	68.234	398.626	149.124	-52.662	385.356	149.441	-74.984	586.339	171.487	48.268	599.622	169.511	535.320	486.117	121.398	465.230	667.316	169.698	553.959	595.821	146.799	877.988	-289.660	144.436	797.938	-104.793	128.396	890.121	-175.608	132.394	31.916	-254.728	102.326	153.147	-232.500	117.301	181.699	-429.386	160.384	60.661	-449.391	146.068	-257.648	-462.295	118.122	-128.949	-615.247	147.805	-236.136	-574.952	132.631	261.006	175.945	508.991	476.554	176.731	487.506	277.418	-52.142	466.197	488.069	-15.565	449.881	-139.079	109.046	539.018	-99.563	-115.513	497.831	-344.996	51.259	552.158	-309.761	-139.952	516.021	-70.387	3.753	556.913	59.107	161.363	564.784	228.022	52.005	535.366	738.945	303.164	282.079	536.535	334.148	268.523	788.881	185.459	296.071	675.437	16.881	310.003
-337.820	-413.695	344.837	-655.450	-181.995	328.935	-502.955	-239.470	337.474	-473.501	-399.009	339.700	-644.523	-46.127	330.960	-660.369	33.306	123.076	-801.496	176.509	136.009	-773.261	66.047	122.024	78.964	398.341	154.875	-42.345	386.685	154.831	-61.291	587.960	180.278	62.574	599.213	178.648	533.445	481.723	122.851	461.323	662.214	170.931	551.080	591.201	149.236	891.280	-286.706	143.343	808.776	-102.574	128.851	902.216	-172.634	132.083	32.981	-254.496	103.713	154.594	-234.662	118.449	179.596	-432.672	159.039	58.317	-449.830	144.851	-249.311	-456.266	120.758	-119.460	-608.820	144.099	-227.507	-569.183	129.421	266.987	177.595	509.568	482.198	176.221	488.472	281.843	-52.111	473.781	492.130	-17.387	454.916	-132.897	116.423	540.410	-97.043	-110.126	504.693	-340.316	62.022	555.175	-306.704	-131.603	524.456	-66.402	10.177	561.203	64.779	166.095	565.929	232.677	54.415	539.222	740.267	306.143	281.576	537.822	333.796	267.914	791.834	190.111	298.875	681.855	19.382	315.751
-329.197	-408.783	351.919	-650.962	-181.273	343.116	-497.134	-236.893	348.066	-465.443	-395.631	348.327	-640.817	-45.805	345.083	-658.172	30.312	127.647	-801.918	172.804	133.385	-771.502	60.806	123.696	87.676	395.190	155.529	-33.911	384.858	155.185	-50.910	586.619	177.164	72.984	596.662	175.390	532.873	480.539	125.131	456.938	660.256	170.332	548.434	590.961	150.635	908.685	-276.889	143.345	821.001	-94.987	132.771	916.237	-161.343	136.461	32.324	-253.676	107.707	154.823	-235.741	119.825	178.773	-434.642	155.886	56.416	-450.888	144.377	-244.824	-448.887	124.340	-111.790	-598.971	142.250	-221.130	-561.681	131.340	274.112	178.464	513.683	488.673	174.422	492.104	286.777	-51.634	481.088	497.195	-19.542	461.439	-125.655	121.930	545.327	-94.316	-105.666	513.069	-334.086	71.594	561.371	-306.485	-119.976	534.573	-61.190	14.952	568.029	72.139	169.744	570.217	239.069	56.390	543.034	742.082	311.026	288.639	540.000	334.932	272.506	796.133	196.248	307.041	689.458	23.125	323.158
-323.473	-402.778	356.072	-646.234	-178.758	357.676	-491.858	-232.616	358.455	-458.744	-391.266	356.035	-636.865	-42.683	360.298	-657.138	29.461	134.658	-800.994	170.787	132.593	-770.138	59.983	129.225	94.813	390.227	151.771	-27.703	382.048	153.431	-43.232	584.163	164.555	80.174	593.437	160.091	532.663	480.953	128.593	450.810	659.640	168.299	545.266	593.119	151.599	928.565	-262.887	145.449	835.917	-83.528	138.045	933.592	-146.728	143.701	30.343	-250.694	112.708	152.931	-234.953	121.050	175.616	-434.628	151.589	53.083	-448.911	143.991	-241.145	-438.470	126.480	-107.179	-588.291	139.448	-216.636	-551.401	130.646	281.296	176.500	521.125	495.637	170.547	499.884	290.347	-53.043	486.203	502.541	-23.526	468.004	-117.387	125.152	552.913	-90.988	-103.042	520.624	-326.640	79.410	569.996	-304.336	-111.664	544.388	-55.001	16.942	576.438	80.077	169.593	576.897	246.159	55.398	547.947	743.550	317.312	300.443	540.687	335.295	281.530	800.763	204.082	318.242	697.920	28.159	332.011
