NO_OF_FRAMES	1066
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:40:07	1350375.27588781
DATA_INCLUDED	3D
MARKER_NAMES	L5	L2	L3	L4	L1	E3	E1	E2	C4	C3	C2	C1	A3	A1	A2	B3	B1	B2	D2	D1	D4	D3	F1	F3	F2	H2	H1	H3	H4	K1	K4	K2	K3	J3	J2	J1	G2	G1	G3	G4
L5 X	L5 Y	L5 Z	L2 X	L2 Y	L2 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L1 X	L1 Y	L1 Z	E3 X	E3 Y	E3 Z	E1 X	E1 Y	E1 Z	E2 X	E2 Y	E2 Z	C4 X	C4 Y	C4 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	C1 X	C1 Y	C1 Z	A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B3 X	B3 Y	B3 Z	B1 X	B1 Y	B1 Z	B2 X	B2 Y	B2 Z	D2 X	D2 Y	D2 Z	D1 X	D1 Y	D1 Z	D4 X	D4 Y	D4 Z	D3 X	D3 Y	D3 Z	F1 X	F1 Y	F1 Z	F3 X	F3 Y	F3 Z	F2 X	F2 Y	F2 Z	H2 X	H2 Y	H2 Z	H1 X	H1 Y	H1 Z	H3 X	H3 Y	H3 Z	H4 X	H4 Y	H4 Z	K1 X	K1 Y	K1 Z	K4 X	K4 Y	K4 Z	K2 X	K2 Y	K2 Z	K3 X	K3 Y	K3 Z	J3 X	J3 Y	J3 Z	J2 X	J2 Y	J2 Z	J1 X	J1 Y	J1 Z	G2 X	G2 Y	G2 Z	G1 X	G1 Y	G1 Z	G3 X	G3 Y	G3 Z	G4 X	G4 Y	G4 Z	
-2025.669	-762.329	328.113	-2289.288	-471.379	311.401	-2150.493	-561.004	319.856	-2154.152	-722.010	320.321	-2249.708	-341.364	314.571	-2246.141	-254.271	116.600	-2356.104	-85.852	137.047	-2350.491	-200.881	117.375	0.000	0.000	0.000	0.000	0.000	0.000	-1529.444	132.953	147.682	-1405.115	114.348	149.648	-976.721	-100.905	129.614	-1012.016	94.708	156.647	-930.978	11.269	146.875	-783.220	-914.060	148.838	-828.454	-717.783	143.456	-745.413	-802.713	146.002	0.000	0.000	0.000	0.000	0.000	0.000	-1536.879	-911.070	149.240	0.000	0.000	0.000	-1940.402	-824.199	111.928	-1841.273	-998.230	143.056	-1938.643	-939.528	119.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1139.340	-576.851	476.971	-1715.002	-295.048	534.469	-1737.219	-523.121	500.394	-1931.089	-294.706	546.864	-1949.476	-487.443	515.913	-1678.546	-413.469	557.883	-1512.967	-295.245	564.715	-1376.058	-444.946	545.909	-820.438	-309.932	313.122	-1014.846	-245.252	286.831	-793.755	-433.118	330.981	0.000	0.000	0.000
-2020.206	-759.528	335.079	-2285.498	-468.029	321.992	-2147.052	-557.978	328.879	-2149.805	-718.728	328.172	-2246.011	-337.975	325.909	-2244.816	-253.422	121.568	-2351.961	-84.074	136.140	-2348.431	-199.173	121.050	-1429.700	-87.315	143.716	0.000	0.000	0.000	-1521.654	132.166	151.337	-1398.597	111.900	152.760	-980.834	-96.360	132.757	-1023.327	98.811	155.904	-944.209	14.227	149.869	-761.002	-901.042	161.779	-811.130	-705.707	159.274	-722.670	-786.783	158.740	0.000	0.000	0.000	0.000	0.000	0.000	-1537.512	-909.614	146.952	0.000	0.000	0.000	-1938.261	-818.443	116.618	-1840.683	-992.250	138.782	-1937.093	-933.748	120.805	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1135.314	-580.377	483.274	-1707.986	-294.957	542.823	-1735.002	-522.707	510.600	-1922.823	-290.601	554.488	-1946.680	-481.310	525.108	-1673.700	-414.632	566.092	-1507.093	-297.248	573.218	-1371.750	-448.381	553.268	-820.668	-299.986	324.260	-1018.678	-241.512	291.667	-790.146	-422.228	341.491	0.000	0.000	0.000
-2016.455	-756.121	346.302	-2281.249	-463.640	333.741	-2143.116	-553.726	340.094	-2145.935	-714.640	340.076	-2241.358	-333.701	336.760	-2239.681	-253.522	127.457	-2348.579	-83.104	135.170	-2343.294	-199.133	125.829	-1421.496	-88.251	154.378	0.000	0.000	0.000	-1511.992	131.393	164.556	-1389.934	110.595	162.285	-989.026	-96.238	134.555	-1037.875	98.295	152.973	-958.605	14.707	151.291	0.000	0.000	0.000	0.000	0.000	0.000	-701.444	-772.096	174.272	0.000	0.000	0.000	0.000	0.000	0.000	-1538.425	-908.709	143.817	0.000	0.000	0.000	-1934.539	-811.226	122.615	-1839.208	-986.747	135.772	-1936.260	-927.574	121.996	0.000	0.000	0.000	-1095.687	-391.101	517.324	0.000	0.000	0.000	-1130.771	-583.081	490.991	-1701.463	-292.275	550.335	-1731.549	-520.360	520.253	-1916.607	-284.931	563.163	-1943.563	-474.154	536.323	-1668.881	-412.050	574.939	-1501.879	-298.021	582.110	-1366.806	-448.861	561.176	-822.376	-289.179	331.833	-1020.218	-237.004	296.833	-786.568	-410.834	350.592	0.000	0.000	0.000
-2014.522	-753.002	359.055	-2277.197	-458.839	345.402	-2139.106	-549.459	351.756	-2143.676	-710.646	352.843	-2236.756	-329.245	347.325	-2234.552	-253.772	132.332	-2341.783	-82.833	133.311	-2337.692	-198.810	128.819	-1411.648	-88.641	167.432	-1536.163	-72.695	166.562	-1505.923	133.194	181.283	-1377.479	110.765	180.864	-997.853	-96.515	136.483	-1052.729	96.038	152.556	-969.804	14.930	151.862	0.000	0.000	0.000	0.000	0.000	0.000	-682.923	-759.406	190.771	0.000	0.000	0.000	0.000	0.000	0.000	-1538.517	-906.282	141.230	0.000	0.000	0.000	-1936.487	-805.166	122.795	-1840.359	-982.284	132.771	-1937.407	-922.470	121.100	0.000	0.000	0.000	-1090.121	-392.440	524.138	0.000	0.000	0.000	-1125.815	-583.981	501.088	-1696.166	-290.706	558.535	-1727.934	-517.363	529.794	-1910.479	-279.445	570.323	-1939.953	-468.437	546.146	0.000	0.000	0.000	-1497.311	-297.721	590.902	-1361.711	-448.473	570.078	-823.614	-279.629	335.924	-1020.028	-232.686	304.002	-783.590	-399.284	357.518	0.000	0.000	0.000
-2011.884	-750.330	368.471	-2273.346	-454.650	355.520	-2135.773	-545.810	361.743	-2140.951	-707.120	363.398	-2231.891	-325.031	357.051	-2230.055	-253.319	136.402	-2334.997	-82.166	131.463	-2332.558	-197.369	131.303	0.000	0.000	0.000	-1524.938	-66.503	177.948	-1502.655	136.124	198.406	-1368.579	112.954	192.992	-999.127	-94.881	138.362	-1057.348	96.690	151.434	-973.445	17.118	152.303	0.000	0.000	0.000	0.000	0.000	0.000	-668.299	-749.468	206.409	0.000	0.000	0.000	0.000	0.000	0.000	-1537.137	-903.170	138.794	0.000	0.000	0.000	-1939.120	-799.952	122.935	-1842.281	-978.854	131.389	-1939.102	-917.598	123.668	-1295.193	-338.804	545.501	-1085.602	-392.018	529.910	0.000	0.000	0.000	0.000	0.000	0.000	-1691.979	-290.052	566.672	-1724.367	-516.583	538.197	-1904.100	-275.398	578.060	-1934.759	-465.423	553.153	0.000	0.000	0.000	-1493.376	-296.509	599.104	-1357.061	-450.354	578.397	-822.475	-273.345	341.330	-1018.668	-229.516	314.847	-780.130	-392.271	363.192	0.000	0.000	0.000
-2010.631	-747.466	368.335	-2270.216	-452.094	365.857	-2133.639	-541.756	369.053	-2138.517	-704.958	365.957	-2228.176	-322.575	369.824	-2224.498	-251.156	139.968	-2329.266	-79.381	128.394	-2326.915	-195.267	131.807	0.000	0.000	0.000	-1521.160	-62.828	187.167	-1501.393	138.736	212.813	-1364.005	115.570	201.007	-995.408	-92.978	137.978	-1054.384	99.138	148.357	-969.290	19.521	148.909	0.000	0.000	0.000	0.000	0.000	0.000	-658.761	-743.036	219.358	0.000	0.000	0.000	0.000	0.000	0.000	-1533.636	-900.212	136.107	-1658.400	-882.976	130.611	-1937.453	-795.272	128.810	-1843.537	-973.879	131.968	-1940.449	-912.271	126.260	-1291.433	-338.154	552.340	-1079.985	-387.433	537.938	0.000	0.000	0.000	0.000	0.000	0.000	-1688.784	-290.114	573.996	-1718.899	-518.692	544.765	-1900.632	-277.994	587.932	-1928.410	-470.883	559.928	0.000	0.000	0.000	-1490.059	-294.544	606.229	-1351.849	-451.080	584.159	-817.545	-270.155	346.686	-1014.635	-226.985	319.051	-775.204	-388.923	368.684	0.000	0.000	0.000
-2009.252	-747.079	364.318	-2268.519	-450.186	375.003	-2131.780	-540.854	373.027	-2138.083	-703.174	364.886	-2225.730	-321.187	382.693	-2220.293	-246.817	141.082	-2323.287	-74.440	124.463	-2321.600	-190.479	128.359	0.000	0.000	0.000	-1523.831	-61.458	195.334	-1501.345	139.584	221.393	-1364.527	117.022	207.249	-990.010	-92.407	137.112	-1047.282	100.197	144.279	-963.426	20.997	142.776	0.000	0.000	0.000	0.000	0.000	0.000	-655.499	-740.866	227.792	-1624.215	-679.108	125.131	0.000	0.000	0.000	-1527.366	-898.245	132.771	-1650.842	-881.164	131.052	-1937.453	-789.421	127.939	-1844.880	-968.617	129.152	-1940.924	-907.033	122.656	-1288.584	-335.318	558.054	-1077.896	-379.316	542.731	0.000	0.000	0.000	0.000	0.000	0.000	-1686.468	-290.695	579.754	-1711.762	-521.420	548.444	-1897.314	-285.124	591.604	-1922.846	-477.290	563.686	0.000	0.000	0.000	-1487.346	-291.985	611.787	-1346.442	-449.797	587.782	-810.371	-268.110	350.055	-1007.244	-223.677	323.651	-768.671	-387.195	372.664	0.000	0.000	0.000
-2011.917	-747.168	359.865	-2266.515	-446.416	379.138	-2131.036	-539.543	373.990	-2140.467	-701.091	362.609	-2221.653	-318.316	389.104	-2213.653	-241.102	142.658	-2313.278	-67.141	124.643	-2313.569	-182.889	128.320	0.000	0.000	0.000	-1525.915	-63.169	196.261	-1501.717	137.221	221.032	-1370.916	115.720	214.056	-981.683	-89.768	135.123	-1034.264	103.874	137.495	-955.631	22.524	135.692	0.000	0.000	0.000	0.000	0.000	0.000	-659.703	-743.713	229.881	-1617.570	-681.113	129.197	-1493.155	-695.778	125.076	-1517.676	-898.107	128.386	-1640.475	-882.448	132.048	-1939.511	-787.317	125.669	-1850.150	-968.313	126.764	-1945.727	-905.570	118.611	-1285.808	-329.952	561.089	-1074.725	-367.902	547.833	0.000	0.000	0.000	0.000	0.000	0.000	-1684.912	-291.596	583.198	-1704.232	-524.011	550.020	-1897.274	-293.564	593.169	-1916.649	-486.234	563.804	0.000	0.000	0.000	-1485.224	-288.992	615.289	-1341.445	-444.351	591.104	-801.677	-268.034	353.012	-997.624	-218.693	329.323	-762.694	-388.032	374.357	0.000	0.000	0.000
-2018.428	-746.438	355.835	-2265.003	-439.065	377.745	-2131.356	-536.846	371.136	-2144.246	-698.171	358.442	-2216.937	-313.701	387.915	-2207.706	-233.090	146.022	-2303.763	-56.396	133.286	-2306.610	-172.093	134.064	0.000	0.000	0.000	-1526.257	-70.540	191.537	-1501.716	130.203	208.621	0.000	0.000	0.000	-975.095	-85.568	133.794	-1023.008	109.289	130.957	-945.685	25.078	129.443	-717.057	-874.486	233.438	-774.015	-682.128	212.195	0.000	0.000	0.000	-1610.734	-685.363	131.699	-1487.160	-698.462	128.110	-1511.104	-900.880	125.111	-1634.492	-885.671	131.864	-1941.790	-785.422	121.863	-1857.834	-970.301	123.833	-1952.248	-905.510	113.886	-1283.333	-322.686	561.740	-1070.252	-354.458	560.716	0.000	0.000	0.000	0.000	0.000	0.000	-1684.002	-292.620	583.576	-1697.320	-524.658	550.557	-1897.825	-299.175	586.170	-1911.095	-493.304	562.020	0.000	0.000	0.000	-1483.678	-285.724	616.246	-1337.346	-435.722	596.268	-794.114	-267.311	353.847	-989.031	-212.463	335.546	-757.886	-388.555	372.790	0.000	0.000	0.000
-2023.396	-744.903	344.665	-2263.290	-435.249	375.385	-2132.081	-533.645	366.649	-2147.752	-694.714	349.966	-2213.364	-309.235	389.841	-2204.499	-222.520	150.413	-2296.722	-43.629	143.770	-2302.291	-160.114	141.262	-1399.269	-102.702	173.087	-1523.367	-88.865	173.199	-1500.549	117.081	181.047	0.000	0.000	0.000	-965.615	-78.590	134.319	-1011.645	115.923	129.593	-933.367	29.636	125.816	-730.431	-873.760	214.510	-785.237	-681.118	199.033	0.000	0.000	0.000	-1601.374	-692.764	136.636	-1477.806	-705.311	129.742	-1500.834	-907.826	121.420	-1624.140	-893.576	129.247	-1945.249	-783.814	117.102	-1865.234	-970.900	124.251	-1958.608	-903.870	110.968	-1281.386	-314.151	560.300	-1071.581	-337.957	558.192	-1295.487	-540.089	550.854	-1083.047	-533.790	542.845	-1683.621	-293.568	580.138	-1690.641	-525.247	549.723	-1900.029	-308.497	579.990	-1904.788	-503.119	557.664	0.000	0.000	0.000	-1482.693	-282.341	614.170	-1334.515	-426.629	599.282	-787.862	-265.672	353.374	-981.604	-206.020	339.401	-754.188	-388.155	370.750	-890.573	-538.495	386.667
-2030.307	-740.965	334.885	-2263.251	-427.039	372.696	-2134.189	-528.141	361.567	-2153.031	-688.118	341.531	-2210.512	-302.440	389.479	-2203.432	-209.875	155.822	-2292.029	-29.325	156.290	-2300.038	-144.513	150.874	-1394.514	-120.759	151.983	-1517.809	-107.095	147.868	-1494.050	94.648	137.521	-1390.472	6.701	169.506	-951.732	-69.776	138.773	-993.714	125.756	128.844	-918.457	37.175	126.597	-745.760	-870.592	193.827	-792.758	-676.132	184.613	-712.310	-759.531	188.746	-1583.109	-707.133	129.659	0.000	0.000	0.000	-1477.294	-921.676	130.996	-1600.663	-908.907	122.942	-1950.846	-782.571	111.968	-1874.617	-969.758	123.306	-1963.569	-900.215	104.256	-1280.191	-304.979	557.061	-1069.616	-327.327	554.575	-1292.865	-531.754	547.352	-1078.233	-520.652	547.959	-1683.653	-294.243	572.133	-1685.350	-525.583	547.579	-1901.302	-313.940	571.848	-1900.405	-509.632	552.683	0.000	0.000	0.000	-1482.257	-279.001	608.572	-1333.581	-418.385	601.124	-780.876	-265.403	355.184	-973.598	-198.827	344.869	-751.730	-388.417	369.598	-891.973	-535.425	383.487
-2040.269	-736.107	328.763	-2263.016	-415.758	369.712	-2137.166	-520.723	356.556	-2162.302	-678.753	337.045	-2206.496	-292.947	385.702	-2201.008	-197.318	159.855	-2285.783	-13.932	169.224	-2296.211	-128.378	159.919	-1391.957	-128.579	150.541	-1517.019	-118.537	141.125	0.000	0.000	0.000	-1394.727	41.105	173.459	-935.904	-57.861	142.155	-971.029	138.645	132.250	-898.660	47.733	132.866	-758.499	-862.627	171.978	-799.870	-665.353	172.503	-721.529	-752.655	173.139	-1552.840	-723.802	131.163	0.000	0.000	0.000	-1444.475	-935.860	148.886	-1566.117	-926.091	129.911	-1959.539	-781.772	107.045	-1889.511	-970.157	121.421	-1975.237	-897.968	97.531	-1279.977	-295.800	552.317	-1070.691	-311.025	562.020	-1287.543	-525.515	550.670	-1075.441	-511.277	546.510	-1683.982	-294.447	558.810	-1682.602	-525.467	544.183	-1900.134	-315.114	559.055	-1897.983	-509.770	546.495	0.000	0.000	0.000	-1486.944	-272.776	600.114	-1333.262	-410.942	596.580	-774.618	-265.182	357.739	-964.669	-191.369	352.149	-749.303	-389.653	365.794	-894.439	-532.066	374.411
-2050.883	-731.779	313.329	-2260.815	-404.753	366.170	-2139.082	-513.591	347.971	-2170.474	-670.269	325.228	-2199.532	-284.355	383.629	-2196.575	-184.235	161.142	-2273.926	1.588	176.207	-2288.551	-112.432	165.435	-1391.833	-130.623	150.576	-1520.728	-122.949	135.594	-1483.142	74.586	136.214	-1383.230	71.972	149.277	-914.905	-45.335	145.301	-942.865	152.288	137.054	-873.828	59.420	140.851	-769.361	-853.474	146.622	-804.012	-654.927	155.687	-728.811	-744.832	153.196	0.000	0.000	0.000	0.000	0.000	0.000	-1422.975	-950.111	179.545	-1545.863	-947.018	159.342	-1972.288	-781.494	102.915	-1910.257	-972.450	123.186	-1992.190	-897.665	95.599	-1280.970	-287.245	546.362	-1072.208	-297.781	549.448	-1280.653	-518.264	545.071	-1069.188	-495.751	542.037	-1683.765	-299.191	548.767	-1677.825	-530.696	537.642	-1900.512	-322.467	547.830	-1894.123	-517.943	537.569	0.000	0.000	0.000	-1489.966	-272.772	593.262	-1331.659	-405.871	588.601	-767.152	-263.686	357.872	-954.557	-183.567	353.479	-746.219	-389.453	361.479	-897.485	-526.871	362.623
-2057.497	-727.029	294.606	-2257.288	-395.675	357.621	-2139.177	-507.519	336.821	-2175.399	-662.505	307.569	-2192.599	-277.873	380.487	-2184.229	-172.616	156.614	-2255.913	16.305	174.144	-2274.292	-98.798	160.401	-1393.301	-131.986	148.928	-1521.450	-128.316	130.765	-1512.700	73.248	137.437	0.000	0.000	0.000	-901.431	-34.956	143.293	-916.302	165.163	140.375	-851.196	69.419	144.592	-779.536	-843.878	122.202	-807.826	-644.668	138.447	-736.680	-735.821	130.123	0.000	0.000	0.000	-1410.639	-760.222	174.480	-1410.791	-961.275	210.903	0.000	0.000	0.000	-1977.440	-780.152	98.488	-1922.476	-971.533	123.005	-2000.723	-898.122	92.474	-1283.395	-279.947	539.489	-1073.605	-283.798	539.914	-1273.511	-511.239	535.847	-1062.800	-480.223	535.972	-1683.195	-304.350	539.933	-1670.966	-536.393	528.129	-1899.466	-332.146	539.216	-1887.049	-529.462	528.976	0.000	0.000	0.000	-1487.579	-274.264	583.783	-1328.820	-401.744	579.497	-759.654	-262.639	355.925	-943.701	-175.296	353.842	-743.231	-388.883	354.701	-899.320	-521.019	348.629
-2061.711	-722.264	288.517	-2251.765	-385.328	353.557	-2136.965	-500.535	331.219	-2177.960	-654.342	303.162	-2183.562	-269.404	375.107	-2169.814	-161.494	148.813	-2235.836	29.033	167.291	-2256.750	-85.318	150.353	-1395.522	-137.765	142.435	-1520.139	-134.019	126.640	-1515.094	68.176	140.836	-1390.708	68.040	150.791	-891.434	-22.324	142.890	-903.785	177.854	143.699	-839.824	81.420	146.254	-790.145	-841.183	126.556	-810.443	-640.733	133.400	-743.353	-735.376	130.295	0.000	0.000	0.000	-1400.884	-769.099	183.811	-1398.343	-969.393	230.195	0.000	0.000	0.000	-1980.747	-777.284	93.192	-1932.204	-970.497	119.298	-2006.480	-895.061	86.319	-1287.481	-274.534	531.991	-1071.445	-275.343	531.732	-1267.429	-505.679	528.290	-1057.308	-471.279	527.716	-1680.430	-305.127	529.442	-1665.203	-537.009	522.966	-1890.896	-337.942	523.665	-1880.787	-532.166	521.613	0.000	0.000	0.000	-1485.848	-272.022	575.624	-1324.789	-397.131	571.578	-754.012	-260.490	349.251	-935.358	-168.979	354.286	-739.974	-387.339	342.452	-898.157	-515.687	332.936
-2065.681	-715.133	284.287	-2245.172	-371.512	345.312	-2133.913	-490.841	325.457	-2179.632	-643.402	296.861	-2173.258	-258.134	367.945	-2156.707	-153.269	143.187	-2214.716	39.857	159.561	-2241.243	-74.925	144.979	-1393.180	-141.819	138.647	-1517.747	-139.435	123.227	-1515.422	62.187	144.524	-1392.223	60.522	160.082	-889.711	-14.263	140.955	-900.002	186.349	151.652	-836.865	88.441	146.183	-793.310	-838.784	131.115	-813.263	-637.669	133.616	-745.048	-731.655	135.851	0.000	0.000	0.000	-1386.602	-773.984	186.170	-1383.882	-974.580	235.480	0.000	0.000	0.000	-1982.437	-773.637	88.494	-1940.897	-968.635	118.971	-2011.094	-890.587	79.854	-1288.188	-266.934	520.487	-1072.439	-256.644	521.033	-1256.669	-497.035	527.621	-1048.175	-451.681	525.520	-1674.130	-304.270	521.231	-1659.848	-536.522	515.788	-1886.966	-336.597	518.544	-1875.268	-531.235	519.161	0.000	0.000	0.000	-1482.565	-268.310	567.668	-1319.614	-390.604	567.155	-749.142	-256.018	336.983	-929.362	-162.975	343.814	-737.056	-382.912	331.746	-897.789	-510.017	324.679
-2064.901	-708.611	284.433	-2237.503	-361.706	346.270	-2128.752	-482.890	325.147	-2177.573	-635.169	298.190	-2163.445	-249.472	367.045	-2144.854	-147.279	135.041	-2198.932	46.394	146.281	-2227.686	-67.139	134.404	-1391.294	-142.295	137.215	-1515.952	-141.223	121.943	-1516.594	59.652	145.620	-1393.310	59.699	160.929	-887.985	-6.945	138.983	-897.925	193.203	154.603	-835.260	95.507	144.979	-790.851	-835.626	131.858	-809.703	-634.475	129.769	-742.040	-728.927	132.959	0.000	0.000	0.000	-1375.742	-773.802	181.699	-1371.139	-974.257	231.773	0.000	0.000	0.000	-1982.214	-770.358	86.574	-1944.598	-966.136	119.144	-2012.813	-886.550	78.821	-1284.801	-260.368	513.113	-1069.448	-244.866	512.336	-1248.733	-490.058	524.742	-1040.340	-439.047	522.033	-1668.136	-302.768	516.767	-1653.785	-534.465	513.976	-1879.829	-334.185	515.263	-1869.017	-529.177	517.187	-1616.974	-415.223	559.948	-1478.096	-264.081	562.318	-1313.380	-384.564	561.664	-743.865	-250.245	329.765	-923.951	-157.264	337.518	-731.771	-377.120	324.094	-892.587	-503.997	318.478
-2061.271	-704.742	288.205	-2229.830	-354.324	341.643	-2122.486	-477.464	324.385	-2173.174	-629.353	299.393	-2154.461	-242.693	361.581	-2132.512	-145.289	128.020	-2184.644	50.104	134.678	-2214.187	-63.850	124.530	-1387.041	-141.317	135.130	-1511.517	-139.223	125.280	-1511.690	61.579	146.688	-1388.068	61.438	158.169	-876.091	0.521	134.562	-882.234	200.649	146.380	-821.763	101.280	137.136	-795.162	-831.780	135.803	-809.319	-630.778	127.196	-744.045	-726.520	135.070	-1494.529	-780.030	166.155	-1372.016	-770.906	180.522	-1366.810	-971.075	227.311	-1490.114	-976.984	209.112	-1980.044	-768.869	88.122	-1944.420	-965.044	120.403	-2011.434	-885.273	80.646	-1279.896	-256.673	510.878	-1064.870	-237.261	509.268	-1240.300	-485.887	522.814	-1032.373	-431.194	519.817	-1659.980	-300.096	516.345	-1647.851	-531.759	513.464	-1872.431	-329.112	515.404	-1862.879	-524.290	517.796	-1609.307	-412.843	559.258	-1470.987	-261.654	561.580	-1306.003	-381.899	559.321	-735.558	-248.617	329.367	-914.069	-151.822	340.965	-725.828	-375.986	319.035	-888.916	-499.038	311.400
-2054.329	-703.247	292.734	-2222.198	-352.265	344.236	-2114.959	-475.761	327.047	-2165.683	-627.682	303.630	-2146.435	-240.830	362.697	-2125.916	-144.379	129.385	-2177.599	51.176	136.763	-2207.395	-62.719	126.292	-1383.847	-139.419	136.373	-1507.710	-140.029	127.619	-1510.175	63.108	146.648	-1386.370	64.330	156.133	-856.186	3.282	136.503	-857.685	203.931	143.598	-799.362	102.941	140.608	-796.558	-827.033	135.980	-810.260	-625.987	126.647	-745.142	-721.868	134.896	-1490.799	-775.726	168.676	-1367.205	-767.650	177.547	-1360.327	-967.512	220.759	-1486.090	-972.058	211.401	-1976.446	-768.271	92.073	-1940.389	-964.139	124.291	-2007.771	-885.126	85.877	-1274.046	-251.794	512.125	-1059.371	-229.697	509.318	-1231.687	-480.462	524.220	-1024.433	-422.963	520.255	-1652.974	-298.042	518.521	-1640.001	-530.022	515.287	-1865.345	-327.930	517.757	-1855.106	-522.872	518.910	-1600.757	-409.254	561.166	-1463.687	-258.067	565.250	-1298.351	-377.475	560.696	-726.515	-248.601	332.224	-903.652	-148.518	343.852	-719.558	-375.945	319.909	-884.860	-495.322	309.315
-2045.532	-704.479	299.382	-2215.328	-353.830	349.679	-2107.308	-477.145	332.917	-2157.459	-629.146	310.160	-2139.946	-242.124	367.152	-2120.819	-147.054	134.115	-2174.383	47.499	140.366	-2202.987	-65.855	131.443	-1380.304	-136.824	137.019	-1503.997	-138.600	130.229	-1508.039	64.261	146.670	-1384.154	66.496	154.048	-836.904	1.691	140.386	-833.772	202.442	146.597	-777.756	100.113	145.815	-800.056	-829.360	134.593	-805.471	-627.917	127.998	-745.608	-727.330	131.824	-1479.371	-772.743	170.398	-1356.100	-763.744	181.387	-1348.166	-963.991	222.663	-1472.062	-970.801	209.241	-1971.684	-769.025	97.658	-1933.513	-964.995	127.296	-2002.780	-885.835	92.668	-1268.799	-246.104	513.930	-1054.838	-219.883	510.318	-1222.681	-473.824	528.210	-1016.348	-412.334	524.451	-1646.021	-296.302	523.348	-1630.940	-528.254	519.192	-1858.188	-327.925	524.359	-1846.148	-522.930	523.507	-1592.466	-406.846	565.681	-1457.059	-254.222	568.513	-1290.322	-372.135	564.104	-716.447	-251.691	338.195	-891.158	-147.491	346.209	-712.410	-379.203	327.180	-879.998	-494.502	314.172
-2036.333	-708.188	314.092	-2207.883	-356.999	359.149	-2099.292	-480.154	343.480	-2148.671	-633.233	324.450	-2132.828	-244.796	373.257	-2116.391	-153.619	139.232	-2170.741	41.461	143.542	-2199.806	-71.561	137.531	-1376.730	-134.118	137.789	-1500.280	-137.469	132.535	-1507.345	65.114	146.341	-1383.378	69.255	151.968	-823.141	-1.640	145.088	-812.415	198.369	151.469	-759.440	94.447	147.899	-805.218	-831.783	133.660	-805.616	-630.435	131.465	-748.276	-731.199	134.428	-1464.313	-769.686	177.053	-1341.471	-759.077	190.215	-1330.153	-959.246	231.220	-1453.716	-968.304	216.440	-1967.462	-771.708	103.663	-1926.847	-968.070	128.030	-2000.142	-884.135	100.755	-1260.285	-241.043	519.556	-1046.137	-216.532	516.589	-1215.114	-469.661	533.180	-1008.794	-409.229	530.058	-1637.895	-293.970	529.648	-1621.668	-526.123	526.370	-1850.020	-327.041	531.070	-1836.556	-522.370	531.486	-1583.883	-403.796	571.617	-1449.682	-250.387	573.421	-1281.966	-366.883	569.153	-705.548	-260.312	344.725	-876.892	-150.446	353.397	-705.533	-387.855	332.611	-876.444	-497.299	319.070
-2024.510	-713.378	324.915	-2199.135	-364.534	368.852	-2089.765	-485.788	353.475	-2137.547	-639.663	335.518	-2125.722	-250.660	382.617	-2110.991	-162.432	145.221	-2167.988	31.784	144.955	-2194.967	-82.618	141.465	-1373.049	-131.384	138.316	-1496.474	-136.043	135.145	-1505.900	66.647	145.899	-1381.966	72.224	149.324	-804.457	-5.229	155.625	-787.281	194.128	166.928	-737.772	88.647	160.278	-812.453	-835.450	133.495	-807.040	-634.357	135.223	-752.558	-736.589	138.314	-1452.754	-768.418	188.593	-1329.986	-756.005	201.680	-1316.265	-955.281	246.129	-1439.664	-965.935	231.483	-1960.976	-773.938	111.694	-1917.058	-970.487	130.201	-1992.390	-886.786	109.265	-1252.383	-238.050	527.545	-1038.261	-212.241	523.272	-1206.241	-466.079	539.429	-1000.073	-404.557	536.046	-1630.556	-294.687	539.728	-1611.283	-526.544	534.449	-1842.902	-330.691	545.111	-1826.316	-525.471	539.949	-1574.753	-403.758	580.447	-1442.728	-249.026	581.040	-1273.185	-364.092	577.224	-695.448	-270.073	350.793	-863.450	-153.936	359.839	-699.775	-397.417	338.442	-875.584	-500.824	324.344
